boolean_relationship,relationship_info,pmid,chemical_name,disease_name,abstracts
True,clozapine known cause cardiac side effects including myocarditis pericarditis cardiomyopathynan,15319023,Clozapine,pericarditis,clozapine known cause cardiac side effects including myocarditis pericarditis cardiomyopathy prompted case clozapinerelated pericarditis adolescent undertook retrospective chart review discover whether unrecognized cases myocarditis pericarditis cardiomyopathy among children adolescents young adults treated clozapine sample comprised total patients monitored regularly period ranging  months average observation period months patients assessed potential indicators myocarditis pericarditis cardiomyopathy patients least one several parameters potentially indicative pericarditis myocarditis cardiomyopathy abnormal least one instance observation period cases abnormalities discovered abnormalities found unspecific myocarditis pericarditis cardiomyopathy exception case prompted study none patients found developed disorder course treatment clozapine
False,april july  cancer leukemia group calgb conducted phase ii study etoposide carboplatin advanced ajc stage iiibiv nonsmallcell lung cancer nsclc patients whose performance status ps nan,1326224,carboplatin,Cancer,april july  cancer leukemia group calgb conducted phase ii study etoposide carboplatin advanced ajc stage iiibiv nonsmallcell lung cancer nsclc patients whose performance status ps combination given maximum tolerated dose defined prior calgb study eligible patients followup data complete responses achieved three patients partial responses five patients one patient evaluable disease showed improvement one partial response ps patients performance status predictive factor response improvement  high incidence severe lifethreatening hematologic toxicity fatal sepsis four patients reflection intensity chemotherapeutic regime median survival study entry months thirtyseven percent patients survived beyond year median survival ps patients months ps patients months median time treatment failure months treatment failed patients year ps time study entry although response rate doseintensive chemotherapy regimen disappointing median survival ps patients equivalent stage iii nsclc patients prior calgb studies patients nsclc treated chemotherapy ps may important prognostic factor stage median survival used endpoint
True,doseresponse relationship levodopa mood anxiety fluctuating parkinson's disease doubleblind placebocontrolled studynansuspected connection,7675241,levodopa,anxiety,investigated effect levodopa mood anxiety eight parkinsons disease patients motor fluctuations patient received  mgkghr levodopa infusions randomly assigned order doubleblind conditions consecutive days mood elevation anxiety reduction based halfhourly patient rating corresponding increase tapping speed occurred active drug infusion placebo infusion effects dose related higherdose infusion rate produced rapid onset greater magnitude longer duration response conclude mood anxiety fluctuations related levodopa dosing robust pharmacologic placebo effects
False,whereas thiopental contracts human isolated bronchi propofol etomidate reduce histamineinduced contraction human isolated airway smooth muscle either sensitized passively sensitized asthmatic serumnan,9477050,thiopental,asthmatic,general anesthetics may modify airway responsiveness authors investigated effect thiopental propofol etomidate airway smooth muscle
True,presentations alcoholic myopathy past present future timothy peters victor preedy protein adducts type ii fiberpredominant muscles ethanol fed rat simon worrall seppo parkkila onni niemela hydroperoxides changes alcoholic myopathy junko adachi migiwa asamo yasuhino ueno close association testicular atrophy muscle atrophy increase protein catabolism chronic ethanol administration kunihiko takeda masayoshi yamauchi kazuhiko sakamoto masaru takagi hisato nakajima gotaro todanan,11391050,ethanol,muscle atrophy,article represents proceedings symposium isbra meeting yokohama japan chairs victor preedy junko adachi presentations alcoholic myopathy past present future timothy peters victor preedy protein adducts type ii fiberpredominant muscles ethanolfed rat simon worrall seppo parkkila onni niemela hydroperoxides changes alcoholic myopathy junko adachi migiwa asamo yasuhino ueno close association testicular atrophy muscle atrophy increase protein catabolism chronic ethanol administration kunihiko takeda masayoshi yamauchi kazuhiko sakamoto masaru takagi hisato nakajima gotaro toda
True,assessed whether early dstrain analysis could predict later anthracycline induced cardiotoxicity nan,24862616,anthracycline,cardiotoxicity,anthracyclines important anticancer drugs use limited acute chronic cardiotoxicity current approaches surveillance often inadequate detect myocardial disease strain imaging might detect earlier myocardial dysfunction speckle analysis threedimensional echocardiography improves information left ventricular lv segmental global deformation avoiding loss speckles seen monoplane bidimensionalstrain analysis assessed whether early dstrain analysis could predict later anthracyclineinduced cardiotoxicity
True,randomised clinical trials observational studies shown increased risk myocardial infarction stroke hypertension heart failure treatment cyclooxygenase inhibitors nan,16586083,cyclooxygenase inhibitors,myocardial infarction,randomised clinical trials observational studies shown increased risk myocardial infarction stroke hypertension heart failure treatment cyclooxygenase inhibitors adverse cardiovascular effects occurred mainly exclusively patients concomitant risk factors cyclooxygenase inhibitors cause complex changes renal vascular cardiac prostanoid profiles thereby increasing vascular resistance fluid retention incidence cardiovascular adverse events tends increase daily dose total exposure time comparison individual selective unselective cyclooxygenase inhibitors suggests substancespecific differences may depend differences pharmacokinetic parameters inhibitory potency may contributed prostaglandinindependent effects diagnostic markers nterminal pro brain natriuretic peptide ntprobnp highsensitive creactive protein might help early identification patients risk thus avoiding occurrence serious cardiovascular toxicity
False,lorazepam achieved full resolution catatonia patientsnan,23684045,Lorazepam,catatonia,determine frequency clinical correlations catatonia older patients referred liaison psychiatry service general hospital
False,difference pain intensity initial assessment morphine usage mood anxiety depression measurement periodnan,9338905,morphine,depression,outcome studies comparing general anesthesia combined epidural anesthesia genepi general anesthesia gen major abdominal surgery equivocal however many believe patients anesthetized genepi fair better gen study tests hypothesis favorable recovery characteristics associated genepi compared gen following abdominal surgery
False,cocarcinogenic effect retinyl acetate forestomach carcinogenesis male rats induced butylated hydroxyanisolenan,3131282,retinyl acetate,forestomach carcinogenesis,potential modifying effect retinyl acetate ra butylated hydroxyanisole bhainduced rat forestomach tumorigenesis examined male rats weeks age maintained diet containing  bha weight simultaneously drinking water supplemented ra various concentrations wv weeks groups given bha although marked hyperplastic changes forestomach epithelium observed animals coadministration ra significantly less increased incidence forestomach tumors squamous cell papilloma carcinoma  rats carcinoma  one rat carcinoma group given rafree water rats given bha ra coadministered dose   showed dosedependent enhancing effect development bhainduced epithelial hyperplasia tumors papillomas induced rats  ra one rat  ra coadministration ra alone induce hyperplastic changes forestomach findings indicate ra acted cocarcinogen bha forestomach carcinogenesis rat
True,clozapine also increased seizure risk therefore baseline electroencephalogram performed well continued vigilance adverse effectnan,11772153,Clozapine,seizure,antipsychotics frequently used treatment variety neuropsychiatric conditions children adolescents atypical antipsychotics come forefront child psychiatry due largely tolerability profiles well efficacy potential treatment options include clozapine risperidone olanzapine quetiapine ziprasidone number studies investigating use clozapine published children however owing frequent monitoring required agranulocytosis use clozapine may restricted patients treatmentrefractory disease accumulating data development glucose intolerance adults receiving clozapine closer monitoring bodyweight fasting blood glucose imperative clozapine also increased seizure risk therefore baseline electroencephalogram performed well continued vigilance adverse effect risperidone atypical antipsychotic generally well tolerated numerous studies published investigating drug children unlike clozapine receptor interaction profile lends toward increased risk extrapyramidal symptoms eps hyperprolactinaemia bodyweight gain common adverse effect although somewhat less reported olanzapine baseline liver function studies prior initiation medication recommended risperidoneinduced mania reported adults therefore increased caution used deciding treat children adolescents risperidone particularly predisposition toward mania olanzapine like risperidone also associated onset mania adults olanzapine receptor profile results significant risk bodyweight gain sedation furthermore drug linked development glucose intolerance thus important monitor bodyweight fasting blood glucose frequent basis less information known quetiapine children adolescents reports efficacy tolerability vary quetiapine appears increased risk sedation bodyweight gain albeit less olanzapine compound appears less likely induce eps finally ziprasidone recently approved use adult population compound terms receptor profile common risperidone suggests potential increased risk eps hyperprolactinaemia also increased risk qtc prolongation thus baseline electrocardiogram suggested particularly patients history cardiovascular illness lack evidence bodyweight gain ziprasidone considerable advantage
False,dopamine receptor agonists sleep disturbances parkinson's diseasenan,20123546,Dopamine,sleep disturbances,nonergot dopamine receptor agonists ropinirole pramipexole rotigotine apomorphine may alleviate nonmotor symptoms parkinsons disease pd others may precipitated review discuss dopamine receptor agonists ameliorate aggravate sleep problems pd key nonmotor symptom disease
True,addition muscle damage severe damage also seen harderian glands especially exposure mepivacaine lidocaine plus epinephrinenan,4038130,lidocaine,muscle damage,local anesthetics commonly used ophthalmic surgery bupivacaine hydrochloride mepivacaine hydrochloride lidocaine hydrochloride plus epinephrine injected retrobulbar area rat eyes controls injected physiological saline three anesthetics produced massive degeneration extraocular muscles muscle degeneration followed regeneration damaged muscle fibers addition muscle damage severe damage also seen harderian glands especially exposure mepivacaine lidocaine plus epinephrine findings rats hypothesized temporary diplopia sometimes seen patients ophthalmic surgery might due anestheticinduced damage extraocular muscles
False,arformoterol single isomer longacting betaagonist developed inhalation solution maintenance treatment bronchoconstriction copd nan,18259972,Arformoterol,COPD,arformoterol single isomer longacting betaagonist developed inhalation solution maintenance treatment bronchoconstriction copd
True,supersensitivity noradrenaline contributes certain vascular disorders eg hypertension chronic neuropathic pain conditions eg complex regional pain syndrome nan,11474550,noradrenaline,regional pain syndrome/neuropathic pain,supersensitivity noradrenaline contributes certain vascular disorders eg hypertension chronic neuropathic pain conditions eg complex regional pain syndrome aimed develop procedure inducing adrenergic supersensitivity could used investigate role catecholamines clinical conditions first study three doses guanethidine administered iontophoresis separate small patches skin forearm healthy human volunteers four five hours later vasoconstrictor response adrenergic releasing agent tyramine inhibited dosedependent manner iontophoretic pretreatment guanethidine indicating guanethidine depleted endogenous adrenergic stores second study guanethidine saline administered iontophoresis four times approximately weeks separate sites forearm one two days final pretreatment vasoconstriction iontophoresis weak dose noradrenaline enhanced sites pretreated guanethidine investigate effect guanethidine pretreatment thermal hyperalgesia experimental sites sensitized heat topical application capsaicin application capsaicin heatpain threshold heatpain ratings suprathreshold stimulation similar sites pretreated weeks guanethidine saline however iontophoresis noradrenaline thermal hyperalgesia greater guanethidinepretreated site saline pretreated site observations indicate prolonged depletion adrenergic stores guanethidine induces adrenergic supersensitivity cutaneous vessels adrenergic supersensitivity enhances thermal hyperalgesia presence noradrenaline
True,results verapamil caused af promotion six dogs increasing mean duration af induced burst pacing meanse nan,11282081,Verapamil,AF,atrial tachycardiainduced remodeling promotes occurrence maintenance atrial fibrillation af decreases ltype ca current also clinical suggestion acute ltype ca channel blockade promote af consistent af promoting effect ca channel inhibition
True,thpp displays significantly fewer preclinical adverse events assays measuring prolactin secretion catalepsy weight gain contrast typical atypical antipsychotics haloperidol olanzapinenan,22892116,haloperidol,catalepsy,describe discovery potent orally bioavailable tetrahydropyridopyrimidine inhibitors phosphodiesterase systematic optimization novel hts lead lead compound thpp exhibits nanomolar potencies excellent pharmacokinetic properties clean offtarget profile displays vivo target engagement measured increased rat striatal cgmp levels upon oral dosing shows dosedependent efficacy key pharmacodynamic assay predictive antipsychotic activity psychostimulantinduced rat hyperlocomotion assay thpp displays significantly fewer preclinical adverse events assays measuring prolactin secretion catalepsy weight gain contrast typical atypical antipsychotics haloperidol olanzapine
False,role tyrosine kinaseindependent phosphorylation egfr activating mutation cisplatin treated lung cancer cellsnan,25701783,cisplatin,lung cancer,epidermal growth factor receptor egfr mutation one hallmarks cancer progression resistance anticancer therapies particularly nonsmall cell lung carcinomas nsclcs contrast canonical egfr activation tyrosine residues engaged demonstrated noncanonical pathway triggered phosphorylation serine threonine residues erk mapks respectively purpose study investigate role noncanonical egfr pathway resistance mechanism cisplatin treatment wild type mutated exon deletion egfrexpressing cells responded similarly cisplatin showing mapkmediated egfr phosphorylation interesting internalization mechanism egfr switched tyrosine kinasedependent pdependent fashions involved survival pathway counteracts cisplatin treatment therefore introduce potential combinatorial therapy composed inhibition cisplatin block activation egfr therefore inducing cancer cell death apoptosis
True,appeared relation manifest motor stereotypies compulsive behaviors response fluoxetine nan,8292312,fluoxetine,compulsive behaviors,set research diagnostic criteria developed identify potential obsessivecompulsive disorders among individuals mental retardation aberrant behaviors behavior disorders subjects met criteria compulsive behavior disorder subjects comparison subjects treated using medication fluoxetine subjects evaluated using ab opentrial method month baseline treatment phases seven subjects compulsive behavior disorder responded favorably fluoxetine treatment none comparison subjects responded favorably medication appeared relation manifest motor stereotypies compulsive behaviors response fluoxetine
False,metabolism tended decrease patients ptsd increase healthy subjects following administration yohimbine nan,9075465,yohimbine,PTSD,previously reported increase symptoms anxiety patients posttraumatic stress disorder ptsd following administration beta antagonist yohimbine stimulates brain norepinephrine release preclinical studies show decreased metabolism neocortex caudate nucleus highdose yohimbineinduced norepinephrine release low levels norepinephrine release result increase metabolism areas
False,levocabastine selective topical antagonist effective treatment seasonal allergic rhinitis conjunctivitis nan,8911706,Levocabastine,conjunctivitis,levocabastine selective topical antagonist effective treatment seasonal allergic rhinitis conjunctivitis
True,chronic carbamazepine inhibits development local anesthetic seizures kindled cocaine lidocaine nan,2790457,lidocaine,seizures,effects carbamazepine cbz treatment local anesthetickindled seizures lethality evaluated different stages kindling process different methods cbz administration chronic oral cbz inhibited development lidocaine cocaineinduced seizures little effect fully developed local anesthetic seizures chronic cbz also decreased incidence seizurerelated mortality cocaineinjected rats acute cbz range doses mgkg effect completed lidocainekindled acute cocaineinduced seizures repeated ip injection cbz mgkg also without effect development lidocaine cocainekindled seizures differential effects cbz depending upon stage seizure development suggest distinct mechanisms underlie development versus maintenance local anesthetickindled seizures effectiveness chronic repeated intermittent injections cbz suggests different biochemical consequences result different treatment regimens possible utility chronic cbz preventing development toxic side effects human cocaine users suggested data remains directly evaluated
False,terazosin maintained antihypertensive efficacy well tolerated patients variety concomitant diseases including congestive heart failure peripheral vascular disease chronic obstructive pulmonary disease benign prostatic hyperplasia diabetes obesitynan,7923316,Terazosin,congestive heart failure,purpose study evaluate effects alpha blocking agent terazosin blood pressure bp blood lipids large variant population patients hypertension total patients hypertension evaluated primary community care facilities patients treated previously hypertension switched terazosin another antihypertensive agent received terazosin addition agent controlled hypertension terazosin produced highly significant reductions systolic  mm hg diastolic  mm hg bp used monotherapy mean dose mg range  mg without causing significant increase heart rate equal antihypertensive efficacy demonstrated men women blacks whites ages particular benefit elderly patients  years age systolic hypertension comparative studies indicated terazosin equal antihypertensive efficacy combination diuretics betablockers calcium channel blockers angiotensinconverting enzyme ace inhibitors patients responded monotherapy one classes antihypertensive drugs showed significant reductions bp terazosin following average doses added diuretics mg betablockers mg calcium channel blockers mg ace inhibitors mg terazosin produced highly significant reductions blood levels total cholesterol triglycerides lowdensity lipoprotein cholesterol without change highdensity lipoprotein cholesterol used monotherapy similar favorable effects blood lipid levels demonstrated terazosin used combination classes antihypertensive drugs greatest reductions blood cholesterol observed among patients hyperlipidemia total cholesterol  mgdl terazosin maintained antihypertensive efficacy well tolerated patients variety concomitant diseases including congestive heart failure peripheral vascular disease chronic obstructive pulmonary disease benign prostatic hyperplasia diabetes obesity adverse effects occurred patients caused drop study frequent adverse effects dizziness headache asthenia  suffered syncope impotence data demonstrate usefulness terazosin monotherapy addon therapy treatment hypertensionabstract truncated words
False,aim study evaluate small bowel injury using video capsule endoscopy vce obscure gastrointestinal bleeding ogib patients taking lowdose aspirin including antithromboticsnan,21133822,aspirin,OGIB/obscure gastrointestinal bleeding,antithrombotics increasingly used cardiovascular prevention recent studies small bowel injury enteropathy associated lowdose aspirin increasingly recognized aim study evaluate small bowel injury using video capsule endoscopy vce obscure gastrointestinal bleeding ogib patients taking lowdose aspirin including antithrombotics
True,endogenous release 12(s)-hete shete host organ may affect metastatic potential melanoma nan,23664097,12(S)-HETE,melanoma,lipoxygenase lox nonhaeme ironcontaining dioxygenase forms shydroxyeicosatetraenoic acid shete shete several biological mediators including cytokines growth factors lipid metabolites released tumour cellendothelial cell adhesion associated malignant tumour progression found hetes released host organ played critical role tumour metastasis intravenous injection bf melanoma cells caused lung nodule formation markedly attenuated lox null mice coinjection melanoma cells 12(s)-hete increased lung homing activity bf melanoma cells vitro studies showed 12(s)-hete shete treatment resulted concentrationdependent increase adhesion bf cells collagen fibronectin melanoma cell adhesion evaluated pulmonary primary cell culture isolated wildtype wt lox knockout ko mice found adhesion melanoma cells epithelial cells isolated lox null mice reduced comparison isolated wt mice treatment 12(s)-hete increased pfak melanoma cells adhering collagencoated slide enhancement adherence elicited 12(s)-hete bf cells could antagonised focal adhesion kinase fak inhibitor fak inhibitor pd extracellular signalregulated kinase erk inhibitor 12(s)-hete increased phosphorylation fak erk adhering melanoma cells fak phosphorylation induced 12(s)-hete inhibited pd indicating fak downstream target erk adhesion lung metastasis human melanoma cells nodscid mice also potentiated cotreatment shete results demonstrate sheteshete activates erk fak signalling pathways thereby upregulates adhesion metastatic potential melanoma cells endogenous release sheteshete host organ may affect metastatic potential melanoma
True,conclusion mitochondrial toxicity early common event paclitaxel cisplatin induced neurotoxicitysentence follows chemicalinduced disease causes highlighted disease structure therefore correct answer cisplatininduced neurotoxicity causes mitochondrial toxicity,18809400,cisplatin,mitochondrial toxicity,study investigates alphalipoic acid neuroprotective chemotherapy induced neurotoxicity mitochondrial damage plays critical role toxic neurodegenerative cascade neuroprotective effects alphalipoic acid depend mitochondria protection used vitro model chemotherapy induced peripheral neuropathy closely mimic vivo condition exposing primary cultures dorsal root ganglion drg sensory neurons paclitaxel cisplatin two widely used highly effective chemotherapeutic drugs approach allowed investigating efficacy alphalipoic acid preventing axonal damage apoptosis function ultrastructural morphology mitochondria exposure toxic agents alphalipoic acid results demonstrate cisplatin paclitaxel cause early mitochondrial impairment loss membrane potential induction autophagic vacuoles neurons alphalipoic acid exerts neuroprotective effects chemotherapy induced neurotoxicity sensory neurons rescues mitochondrial toxicity induces expression frataxin essential mitochondrial protein antioxidant chaperone properties conclusion mitochondrial toxicity early common event paclitaxel cisplatin induced neurotoxicity alphalipoic acid protects sensory neurons antioxidant mitochondrial regulatory functions possibly inducing expression frataxin findings suggest alphalipoic acid might reduce risk developing peripheral nerve toxicity patients undergoing chemotherapy encourage confirmatory clinical trials
True,reserpine also produced tremor catalepsy signs suggestive parkinson's diseasenan,11999899,Reserpine,tremor,effects dizocilpine mk noncompetitive n-methyl-d-aspartate nmda receptor antagonist studied dopaminerelated behaviors induced reserpine treatments study focuses behavioral syndromes may used models parkinsons disease tardive dyskinesia response glutamatergic blockage reserpine mgkg administered every day days produced increases orofacial dyskinesia tongue protrusion vacuous chewing mice signs indicative tardive dyskinesia reserpine also produced tremor catalepsy signs suggestive parkinsons disease mk mgkg administered min observation test prevented vacuous chewing movements tongue protrusions catalepsy induced reserpine however mk injection produced significant increase tremor reserpinetreated mice reserpine mgkg administered min test followed apomophine injection mgkg min test produce oral dyskinesia mice hand reserpine induced increases tremor catalepsy compared control mice mk mgkg administration attenuated catalepsy tremor induced reserpine pretreatment reserpine mgkg observation test produced increases vacuous chewing movements tongue protrusion well increases tremor catalepsy whereas mk mgkg injection min test reversed effects reserpine results show reserpine produces different abnormal movements related dose schedule employed considered parkinsonianlike tardive dsykinesia signs glutamatergic blockage produced nmda restore signs vacuous chewing movements tongue protrusions catalepsy tremor according employed model
True,selenium marginally associated reduced risk low birth weight relative risk rr  ci   increased risk fetal death rr  ci   effect risk prematurity smallforgestational age birthnan,18541571,Selenium,fetal death,observational studies adequate selenium status associated better pregnancy outcomes slowed hiv disease progression
True,describe occurrence management sexual dysfunction induced selective serotoninreuptake inhibitors ssris provide overview sexual dysfunction reports ssri induced sexual dysfunction management strategiesnan,9825088,SSRI,sexual dysfunction,describe occurrence management sexual dysfunction induced selective serotoninreuptake inhibitors ssris provide overview sexual dysfunction reports ssriinduced sexual dysfunction management strategies
True,inhalation sedation nitrous oxide oxygen sedation reach plane relative analgesia may administered easily safely children general dental practice potential alternative general anaesthesianan,14558199,nitrous oxide,analgesia,provision general anaesthesia limited restricted hospital setting sedation paediatric patients essential tool anxiety management used adjunct behaviour management inhalation sedation nitrous oxideoxygen sedation reach plane relative analgesia may administered easily safely children general dental practice potential alternative general anaesthesia
False,successful preliminary results indicate titanium mesh useful perineal hernia repair perineal approach provide rigid support pelvic floor entire surface ensuring stability without fixationnan,23934356,titanium,perineal hernia repair,surgical repair symptomatic perineal hernia challenging especially via perineal approach limited exposure hernia sac furthermore insecure fixation autologous synthetic materials bony structures often results recurrence describe application titanium mesh perineal hernia repair
True,report two cases adverse fetal outcome hypertensive pregnancies exposed sartans nan,16203601,sartans,hypertensive,sartans selective type angiotensin ii receptorantagonists used treatment arterial hypertension reports available concerning use sartans pregnancy report two cases adverse fetal outcome hypertensive pregnancies exposed sartans first case anamnios fetal renal failure due severe tubular dysgenesia led termination pregnancy th week second patient presented hypocalvaria developed fetal renal failure use sartans two last trimesters pregnancy strictly avoided
True,thpp displays significantly fewer preclinical adverse events assays measuring prolactin secretion catalepsy weight gain contrast typical atypical antipsychotics haloperidol olanzapine nan,22892116,olanzapine,weight gain,describe discovery potent orally bioavailable tetrahydropyridopyrimidine inhibitors phosphodiesterase systematic optimization novel hts lead lead compound thpp exhibits nanomolar potencies excellent pharmacokinetic properties clean offtarget profile displays vivo target engagement measured increased rat striatal cgmp levels upon oral dosing shows dosedependent efficacy key pharmacodynamic assay predictive antipsychotic activity psychostimulantinduced rat hyperlocomotion assay thpp displays significantly fewer preclinical adverse events assays measuring prolactin secretion catalepsy weight gain contrast typical atypical antipsychotics haloperidol olanzapine
True,results suggest suramin induced igf suppression could one possible mechanisms suramin actionnan,8135485,suramin,IGF,suramin polysulphonated naphthylurea inhibits activity several growth factors vitro experiments clinical responses reported human solid tumors decided investigate relationship suramin treatment serum levels insulinlike growth factor igfi ii igfii advanced breast prostate lung cancer patients serum igfi igfii levels determined radioimmunoassay significant decline igfi igfii serum levels demonstrated suramin treated patients results suggest suramininduced igf suppression could one possible mechanisms suramin action
False,since hyperlipidemia improved pravastatin atorvastatin niceritrol since levels thyroidstimulating hormone tsh free iuml ngdl respectively patient diagnosed secondary hyperlipidemia hypothyroidismnan,17001111,niceritrol,hyperlipidemia,patient yearold japanese female diagnosed hyperlipidemia first medical examination serum levels total cholesterol tc triglyceride tg  mgdl respectively since hyperlipidemia improved pravastatin atorvastatin niceritrol since levels thyroidstimulating hormone tsh free iuml ngdl respectively patient diagnosed secondary hyperlipidemia hypothyroidism method charge isolation lipoproteins using capillary isotachophoresis citp proposed clinical application allows us quantitatively measure electronegative lowdensity lipoprotein cholesterol ldlc potent marker coronary heart disease months treatment levothyroxine serum tc ldlc levels drastically decreased without statin treatment highdensity lipoprotein cholesterol hdlc increased lipoprotein profiles assessed citp treatment levothyroxin hdlc subfractions increased fastmigrating ldlelectronegative ldl appeared greatly reduced treatment area nonmodified ldl peak increased citp analysis able obtain information coronary risk factors may clinically useful evaluating effect treatment levothyroxine patients hypothyroidism secondary hyperlipidemia
False,aim study investigate effects highdose medroxyprogesterone acetate mpa tumor necrosis factoralpha tnfalpha release patients chemotherapyinduced neutropenianan,9373794,medroxyprogesterone acetate/MPA,tumor,aim study investigate effects highdose medroxyprogesterone acetate mpa tumor necrosis factoralpha tnfalpha release patients chemotherapyinduced neutropenia also evaluated effects highdose mpa hematological parameters leukocyte neutrophil platelet hemoglobin hematocrit side effects mpa one week following first cycle chemotherapy patients developed neutropenia enrolled study one gramday mpa administered orally patients continued one week following first chemotherapy cycle one week second chemotherapy cycle patients received second chemotherapy cycle dosages first cycle mpa treatment tnfalpha levels lower posttreatment levels difference statistically significant  differences mean leukocyte neutrophil counts highdose mpa treatment statistically significant
False,taxine taxine toxic alkaloids taxus block cardiac sodium calcium channels causing nausea vomiting abdominal pain cardiac arrhythmias respiratory distress coma seizures death yew poisoningnan,20528617,sodium,nausea,yew taxus baccata conifer known toxic since ancient times taxine taxine toxic alkaloids taxus block cardiac sodium calcium channels causing nausea vomiting abdominal pain cardiac arrhythmias respiratory distress coma seizures death yew poisoning
False,openlabel study performed evaluate possible subclinical cardiotoxicity multiple sclerosis patients treated quarterly mitoxantrone mgm cumulative without concomitant dexrazoxane using blinded serial radionucleide ventriculographynan,16374818,mitoxantrone,multiple sclerosis,explore potential dexrazoxane suppress subclinical cardiotoxicity ms patients receiving mitoxantrone
False,conclusion results suggest angiotensin iconverting enzyme inhibitor perindopril superior calcium channel blocker amlodipine reducing vascular endothelial dysfunction coadministered angiotensin receptor blockers patients essential hypertension nan,18971536,calcium,hypertension,combination angiotensin iconverting enzyme inhibitors angiotensin receptor blockers shown effective individual drugs alone treatment chronic kidney disease chronic heart failure present study evaluated effect treatment calcium channel blocker amlodipine angiotensin iconverting enzyme inhibitor perindopril vascular endothelial function arteriosclerosis patients essential hypertension already receiving angiotensin receptor blocker monotherapy thirtytwo patients essential hypertension treated angiotensin receptor blocker monotherapy randomized receive mg amlodipine mg perindopril daily morning weeks patients evaluated therapy assess changes blood pressure flowmediated vasodilation parameter vascular endothelial function brachialankle pulse wave velocity parameter arteriosclerosis treatment significant differences parameters groups treatment similar significant decrease blood pressure groups flowmediated vasodilation increased significantly perindopril group compared amlodipine group however decrease brachialankle pulse wave velocity significantly different groups conclusion results suggest angiotensin iconverting enzyme inhibitor perindopril superior calcium channel blocker amlodipine reducing vascular endothelial dysfunction coadministered angiotensin receptor blockers patients essential hypertension
False,established hifalpha knockdown gastric cancer cell lines order clarify role hifalpha chemoresistance 5-fu nan,20020496,5-FU,gastric cancer,among several chemotherapeutic agents 5-fluorouracil fu widely used key drug adjuvant chemotherapy gastric cancer however reliable marker predicts response 5-fu adjuvant setting identified hypoxiainduced drug resistance via upregulation hifalpha major obstacle development effective cancer therapy however clinical studies far assessed relationship hifalpha expression chemoresistance gastric cancer patients adjuvant setting established hifalpha knockdown gastric cancer cell lines order clarify role hifalpha chemoresistance fu furthermore expression hifalpha immunohistochemically assessed resected specimens sixtyfour patients received 5-fu adjuvant chemotherapy surgery hifalpha expression associated significantly shorter relapsefree survival diseasespecific survival patients adjuvant group  respectively surgery group multivariate analysis showed hifalpha independent risk factor relapse patients adjuvant group  conclusion current study confirmed first time hifalpha expression independent risk factor relapse highrisk gastric cancer patients underwent curative surgery followed adjuvant 5-fu chemotherapy favorable effect 5-fu might therefore expected patients express hifalpha whereas types chemotherapy additional treatments hifalpha inhibitors considered patients express hifalpha
True,prompted case clozapine related pericarditis adolescent undertook retrospective chart review discover whether unrecognized cases myocarditis pericarditis cardiomyopathy among children adolescents young adults treated clozapine nan,15319023,clozapine,cardiomyopathy,clozapine known cause cardiac side effects including myocarditis pericarditis cardiomyopathy prompted case clozapinerelated pericarditis adolescent undertook retrospective chart review discover whether unrecognized cases myocarditis pericarditis cardiomyopathy among children adolescents young adults treated clozapine sample comprised total patients monitored regularly period ranging  months average observation period months patients assessed potential indicators myocarditis pericarditis cardiomyopathy patients least one several parameters potentially indicative pericarditis myocarditis cardiomyopathy abnormal least one instance observation period cases abnormalities discovered abnormalities found unspecific myocarditis pericarditis cardiomyopathy exception case prompted study none patients found developed disorder course treatment clozapine
True,lcii protein increased treatment fu chloroquine potentiated cytotoxicity funan,22716215,chloroquine,cytotoxicity,autophagy conserved catabolic process degrades cytoplasmic proteins organelles recycling role autophagy tumorigenesis controversial autophagy either protective damaging tumor cells effects may change tumor progression number cancer cell lines exposed chloroquine antimalarial drug aim inhibiting cell growth inducing cell death addition chloroquine inhibits late phase autophagy study conducted investigate anticancer effect autophagy inhibition using chloroquine together 5-fluorouracil fu colon cancer cell line human colon cancer dld cells treated 5-fu  chloroquine  combination autophagy evaluated western blot analysis microtubuleassociated protein light chain lc proliferative activity alterations cell cycle apoptosis measured mtt assays flow cytometry western blotting lcii protein increased treatment fu chloroquine potentiated cytotoxicity fu mtt assays showed 5-fu inhibited proliferation dld cells chloroquine enhanced inhibitory effect fu combination 5-fu chloroquine induced arrest upregulation downregulation cdk cyclin results suggest chloroquine may potentiate anticancer effect 5-fu via cell cycle inhibition chloroquine potentiates anticancer effect 5-fu colon cancer cells supplementation conventional chemotherapy chloroquine may provide new cancer therapy modality
True,two cases delapril group withdrawn study intolerable cough one case manidipine group intolerable dizziness headachenan,11336083,manidipine,dizziness,study designed investigate effect delapril ace inhibitor manidipine long action calcium antagonist persistent microalbuminuria normotensive type diabetic patients sixty type diabetic patients randomized take delapril mgday manidipine mgday weeks open label design twenty eight thirty subjects delapril group twenty nine thirty manidipine group completed study urine albumin excretion measured urinary albumin creatinine ratio decreased significantly groups  mgg  mgg delapril manidipine group respectively mgg significant changes fasting plasma glucose hbac serum fructosamine creatinine potassium lipid profiles weeks treatment groups two cases delapril group withdrawn study intolerable cough one case manidipine group intolerable dizziness headache conclusion delapril manidipine effective reduction microalbuminuria normotensive type diabetic patients persistent microalbuminuria
