boolean_relationship,relationship_info,pmid,chemical_name,disease_name,abstracts
False,taxine taxine toxic alkaloids taxus block cardiac sodium calcium channels causing nausea vomiting abdominal pain cardiac arrhythmias respiratory distress coma seizures death yew poisoningnan,20528617,sodium,nausea,"Yew (Taxus baccata) is a conifer known to be toxic since ancient times. Taxine A and taxine B, the toxic alkaloids of Taxus, block cardiac sodium and calcium channels causing nausea, vomiting, abdominal pain, cardiac arrhythmias, respiratory distress, coma, seizures, and death in yew poisoning."
False,openlabel study performed evaluate possible subclinical cardiotoxicity multiple sclerosis patients treated quarterly mitoxantrone mgm cumulative without concomitant dexrazoxane using blinded serial radionucleide ventriculographynan,16374818,mitoxantrone,multiple sclerosis,To explore the potential of dexrazoxane to suppress subclinical cardiotoxicity in MS patients receiving mitoxantrone.
False,conclusion results suggest angiotensin iconverting enzyme inhibitor perindopril superior calcium channel blocker amlodipine reducing vascular endothelial dysfunction coadministered angiotensin receptor blockers patients essential hypertension nan,18971536,calcium,hypertension,"The combination of angiotensin I-converting enzyme inhibitors and angiotensin receptor blockers has been shown to be more effective than the individual drugs alone in the treatment of chronic kidney disease and chronic heart failure. In the present study, we evaluated the effect of treatment with the calcium channel blocker amlodipine or the angiotensin I-converting enzyme inhibitor perindopril on vascular endothelial function and arteriosclerosis in patients with essential hypertension who had already been receiving angiotensin receptor blocker monotherapy. Thirty-two patients with essential hypertension treated with angiotensin receptor blocker monotherapy were randomized to receive 5 mg of amlodipine (n=16) or 4 mg of perindopril (n=16) once daily in the morning for 24 weeks. The patients were evaluated before and after therapy to assess changes in blood pressure, flow-mediated vasodilation (a parameter of vascular endothelial function), and brachial-ankle pulse wave velocity (a parameter of arteriosclerosis). Before treatment, there were no significant differences in the above parameters between groups. After treatment, there was a similar significant decrease in blood pressure in both groups. Flow-mediated vasodilation increased significantly in the perindopril group compared with the amlodipine group; however, the decrease in brachial-ankle pulse wave velocity was not significantly different between groups. In conclusion, these results suggest that the angiotensin I-converting enzyme inhibitor perindopril is superior to the calcium channel blocker amlodipine for reducing vascular endothelial dysfunction when co-administered with angiotensin receptor blockers in patients with essential hypertension."
False,established hifalpha knockdown gastric cancer cell lines order clarify role hifalpha chemoresistance 5-fu nan,20020496,5-FU,gastric cancer,"Among several chemotherapeutic agents, 5-fluorouracil (5-FU) has been widely used as a key drug in adjuvant chemotherapy for gastric cancer. However, no reliable marker, which predicts the response to 5-FU in an adjuvant setting, has been identified. Hypoxia-induced drug resistance, via upregulation of HIF-1alpha, is a major obstacle in the development of effective cancer therapy. However, few clinical studies have so far assessed the relationship between the HIF-1alpha expression and the chemo-resistance of gastric cancer patients in an adjuvant setting. We established 2 HIF-1alpha knockdown gastric cancer cell lines in order to clarify the role of HIF-1alpha in chemo-resistance against 5-FU. Furthermore, expression of HIF-1alpha was immunohistochemically assessed in 91 resected specimens. Sixty-four of 91 patients received 5-FU adjuvant chemotherapy after surgery. HIF-1alpha expression was associated with the significantly shorter relapse-free survival and disease-specific survival in the 64 patients of adjuvant group (p = 0.026, 0.014, respectively), but not in the 27 of surgery group. Multivariate analysis showed that HIF-1alpha was an independent risk factor for relapse in 64 patients in the adjuvant group (p = 0.029). In conclusion, the current study confirmed, for the first time that HIF-1alpha expression is an independent risk factor for relapse in high-risk gastric cancer patients who underwent curative surgery followed by adjuvant 5-FU chemotherapy. A favorable effect of 5-FU might therefore be expected in patients that do not express HIF-1alpha, whereas, other types of chemotherapy or additional treatments, such as HIF-1alpha inhibitors, should be considered in patients that do express HIF-1alpha."
True,prompted case clozapine related pericarditis adolescent undertook retrospective chart review discover whether unrecognized cases myocarditis pericarditis cardiomyopathy among children adolescents young adults treated clozapine nan,15319023,clozapine,cardiomyopathy,"Clozapine is known to cause cardiac side effects, including myocarditis, pericarditis, and cardiomyopathy. Prompted by a case of clozapine-related pericarditis in an adolescent, we undertook a retrospective chart review to discover whether any unrecognized cases of myocarditis, pericarditis, or cardiomyopathy were among the children, adolescents, and young adults we had treated with clozapine. The sample comprised a total of 36 patients, who were monitored regularly over a period ranging from 2.5 to 79 months. The average observation period was 7.5 months. Patients were assessed for potential indicators of myocarditis, pericarditis, or cardiomyopathy. In more than 66% of all patients, at least one of several parameters potentially indicative of pericarditis, myocarditis, or cardiomyopathy was abnormal in at least one instance during the observation period. In all cases in which abnormalities were discovered, the abnormalities were found to be unspecific for myocarditis, pericarditis, or cardiomyopathy. With the exception of the case which prompted our study, none of the patients were found to have developed any such disorder in the course of further treatment with clozapine."
True,lcii protein increased treatment fu chloroquine potentiated cytotoxicity funan,22716215,chloroquine,cytotoxicity,"Autophagy is a conserved catabolic process that degrades cytoplasmic proteins and organelles for recycling. The role of autophagy in tumorigenesis is controversial because autophagy can be either protective or damaging to tumor cells, and its effects may change during tumor progression. A number of cancer cell lines have been exposed to chloroquine, an anti-malarial drug, with the aim of inhibiting cell growth and inducing cell death. In addition, chloroquine inhibits a late phase of autophagy. This study was conducted to investigate the anti-cancer effect of autophagy inhibition, using chloroquine together with 5-fluorouracil (5-FU) in a colon cancer cell line. Human colon cancer DLD-1 cells were treated with 5-FU (10 μΜ) or chloroquine (100 μΜ), or a combination of both. Autophagy was evaluated by western blot analysis of microtubule-associated protein light chain3 (LC3). Proliferative activity, alterations of the cell cycle, and apoptosis were measured by MTT assays, flow cytometry, and western blotting. LC3-II protein increased after treatment with 5-FU, and chloroquine potentiated the cytotoxicity of 5-FU. MTT assays showed that 5-FU inhibited proliferation of the DLD-1 cells and that chloroquine enhanced this inhibitory effect of 5-FU. The combination of 5-FU and chloroquine induced G1 arrest, up-regulation of p27 and p53, and down-regulation of CDK2 and cyclin D1. These results suggest that chloroquine may potentiate the anti-cancer effect of 5-FU via cell cycle inhibition. Chloroquine potentiates the anti-cancer effect of 5-FU in colon cancer cells. Supplementation of conventional chemotherapy with chloroquine may provide a new cancer therapy modality."
True,two cases delapril group withdrawn study intolerable cough one case manidipine group intolerable dizziness headachenan,11336083,manidipine,dizziness,"This study was designed to investigate the effect of delapril, an ACE inhibitor, and manidipine, a long action calcium antagonist, on persistent microalbuminuria in normotensive type 2 diabetic patients. Sixty type 2 diabetic patients were randomized to take delapril 30 mg/day or manidipine 10 mg/day for 48 weeks, in an open label design. Twenty eight of thirty subjects in the delapril group and twenty nine of thirty in the manidipine group completed the study. Urine albumin excretion as measured by the urinary albumin creatinine ratio decreased significantly in both groups (112.0+/-60.9 to 95.3+/-64.9 mg/g and 108.5+/-51.0 to 96.4+/-53.5 mg/g in the delapril and manidipine group respectively, p < 0.05, by paired t-test). Systolic and diastolic blood pressure were not significantly changed after treatment in the delapril group but significantly decreased in the manidipine group (130.9+/-7.1/80.2+/-6.1 to 127.2+/-7.1/78.0+/-5.3 mm/Hg, p < 0.05, by student's paired t-test). After 48 weeks of treatment, two patients in the delapril group and one patient in the manidipine group converted to normoalbuminuria (urinary albumin:creatinine ratio < 30 mg/g) and one patient in each group progressed to overt nephropathy (urinary albumin:creatinine ratio > 300 mg/g). There were no significant changes in fasting plasma glucose, HbA1c, serum fructosamine, creatinine, potassium and lipid profiles after 48 weeks of treatment in both groups. Two cases in the delapril group were withdrawn during the study because of an intolerable cough and one case in the manidipine group because of intolerable dizziness and headache. In conclusion, both delapril and manidipine are effective in the reduction of microalbuminuria in normotensive type 2 diabetic patients with persistent microalbuminuria."
True,chronic poisoning occurs mainly sawmill workers people living log homes treated pcp containing wood protecting formulationsnan,7904464,PCP,Chronic poisoning,"Pentachlorophenol (PCP) was, and still is, one of the most frequently used fungicides and pesticides. Its toxicity is due to interference with oxidative phosphorylation. Acute and chronic poisoning may occur by dermal absorption, inhalation or ingestion. Chronic poisoning occurs mainly in sawmill workers or people living in log homes treated with PCP-containing wood protecting formulations. Quantitative determination of PCP in urine and serum is useful to detect occupational or subclinical exposure. The clinical features of acute and chronic PCP poisoning can be classified systematically into effects on the skin, metabolism (fever), the haematopoietic tissue, the respiratory system, the central and peripheral nervous system, the kidney and the gastrointestinal tract. Although PCP is not classified as a human carcinogen, some epidemiological observations suggest that exposure to chlorophenols in general and PCP solutions in particular may result in an increased risk for certain malignant disorders such as nasal carcinoma and soft tissue sarcoma. There is concern that contamination of PCP-solutions with products such as chlorodibenzo-p-dioxins is the real cause of this suspected carcinogenicity. No specific antidote exists for the treatment of (acute) PCP poisoning. The basis of the treatment of acute poisoning is intensive supportive care with prevention of dangerous rise in temperature. Use of PCP-based products as indoor wood preservatives poses an unacceptable risk to human health."
True,one case acute hypercalcaemia two recurrent nephrolithiasis reported patients regularly consumed large amounts calcium carbonate sodium bicarbonate powders yearsnan,625456,calcium carbon-ate,nephrolithiasis,"One case of acute hypercalcaemia and two of recurrent nephrolithiasis are reported in patients who had regularly consumed large amounts of calcium carbon-ate-sodium bicarbonate powders for more than 20 years. The powders had been obtained from pharmacists unknown to the patients' medical practitioners. It is suggested that these preparations were responsible for the patient's problems, and that such powders should no longer be freely obtainable."
True,findings consistent increased incidence gallbladder disease related highprogesterone states suggest mpa may causative agent cholelithiasis nan,1385654,MPA,cholelithiasis,"Five out of forty-five adult men, 50 years of age or less, who had received, for at least six months, medroxyprogesterone acetate (MPA, Depo Provera) IM, 200-400 mg/week, for prevention of sex-offending or genital-mutilating behavior developed symptomatic cholelithiasis. Thirty of these men were studied with gallbladder ultrasound prospectively off MPA and at six-month intervals while taking the medication and then six months off MPA. Gallstones recovered from two patients were found to have very high cholesterol content, suggesting they were formed in cholesterol supersaturated bile. These findings are consistent with the increased incidence of gallbladder disease related to high-progesterone states and suggest that MPA may be a causative agent in cholelithiasis. The physiologic studies on gallbladder contraction and cholecystokinin release in a subset of the patients failed to provide information on a mechanism for the possible increased incidence of gallbladder disease."
False,lactulose mannitol ratios increased normal pod control  gln  significant reflecting increased intestinal permeability burn injury nan,12903886,mannitol,burn injury,"This research was conducted to evaluate the effect of enterally administered glutamine (gln) dipeptide on metabolic, gastrointestinal, and outcome parameters after severe burn injury."
True,small amount capsaicin administered subcutaneously right forehead evoke burning painful sensation first division trigeminal nervecapsaicin chemical makes chilis spicy put skin causes pain,9514561,capsaicin,painful,"Using a positron emission tomography (PET) study it was shown recently that in migraine without aura certain areas in the brain stem were activated during the headache state, but not in the headache free interval. It was suggested that this brain stem activation is inherent to the migraine attack itself and represents the so called 'migraine generator'. To test this hypothesis we performed an experimental pain study in seven healthy volunteers, using the same positioning in the PET scanner as in the migraine patients. A small amount of capsaicin was administered subcutaneously in the right forehead to evoke a burning painful sensation in the first division of the trigeminal nerve. Increases of regional cerebral blood flow (rCBF) were found bilaterally in the insula, in the anterior cingulate cortex, the cavernous sinus and the cerebellum. Using the same stereotactic space limits as in the above mentioned migraine study no brain stem activation was found in the acute pain state compared to the pain free state. The increase of activation in the region of the cavernous sinus however, suggests that this structure is more likely to be involved in trigeminal transmitted pain as such, rather than in a specific type of headache as was suggested for cluster headache."
False,increased splenic iron content erythrocyte injury observed treatment low dose cisplatinnan,20540689,iron,splenic,"Cisplatin is one of the commonly-used chemotherapeutic drugs to efficiently treat malignant tumors in clinic, however, the adverse effects of cisplatin such as nephrotoxicity, neurotoxicity, and hemolytic uremic syndrome are often observed at its clinical doses (approximately 60 mg/m(2)), which limit its broader application. In earlier studies, little attention was paid to the subtle changes in the architecture of lymphatic organs after low doses of cisplatin treatment. This paper reviews current understanding of cisplatin-induced erythrocyte injury, and presents our latest finding that a low dose of cisplatin (3.6 mg/m(2)/day, 14 days) could induce specific hemosiderin deposition in spleen of both normal and hepatoma-22 (H22) inoculated Balb/C mice. This dose of cisplatin significantly inhibited H22-induced acute ascites development. No significant toxicity was induced by this dose of cisplatin to tissues except for hemosiderin accumulation in the spleen of both normal and H22 tumor-bearing mice. Increased splenic iron content and erythrocyte injury were observed after treatment with the low dose of cisplatin. The mRNA levels of ferroportin (FPN1) and ferritin were upregulated by 25 and 5-fold in spleen, respectively. Overexpression of FPN1 and ferritin protein were also been observed at protein levels by Western blotting analysis. In addition, the mRNA expression of hepcidin was also increased, suggesting blockage of iron recycling through FPN1 in spleen with cisplatin treatment. In conclusion, cisplatin treatment damages the erythrocytes which accumulate in the red pulp of spleen with defective recycling of FPN1 and ferritin protein. Hepcidin inhibits the function of FPN1 as iron-exporter leading to iron overloaded inside ferritins of splenic cells, which are stained with abnormal hemosiderin accumulation. These results demonstrate that cisplatin-caused hemosiderin deposition in spleen provides a valuable clue for understanding the molecular basis of toxicity of cisplatin and hemosiderin accumulation and iron metabolism in vivo."
False,hypothyroidism treatment tyrosine kinase inhibitorsnan,22933166,tyrosine,Hypothyroidism,"Tyrosine kinase inhibitors are relatively new targeted therapy drugs used for the treatment of metastatic clear cell kidney carcinoma, gastrointestinal  stromal tumours, thyroid carcinoma and pancreatic neuroendocrine tumours during the progression of the disease. Hypothyroidism  or thyroid dysfunction is often a side effect of this treatment. Therefore, monitoring of thyroid hormone levels before the beginning  and during the treatment of tyrosine kinase inhibitors is a necessity. Hypothyroidism correlates with objective response to the treatment.  Sunitinib. This is the most described tyrosine kinase inhibitor which causes hypothyroidism. The mechanism of hypothyroidism is still unclear.  Sorafenib. Symptoms of hypothyroidism occur in 18% of patients treated with sorafenib due to metastatic renal cell carcinoma.  Imatinib. Hypothyroidism is one of the most frequent side effects of the treatment. Emergent tracheotomy was necessary due to larynx  swelling during marked hypothyroidism.  Motesanib. Hypothyroidism or increased TSH level is diagnosed in 22% to 69% of patients with metastatic differentiated or medullary  thyroid carcinomas. The management of patients with thyroid dysfunction and related symptoms such as fatigue is undoubtedly a challenge  to an oncologist."
False,response subependymal giant cell astrocytoma spinal cord metastasis everolimus nan,24276039,everolimus,Response of subependymal giant cell astrocytoma,Brain subependymal giant cell astrocytomas (SEGAs) in patients with tuberous sclerosis have been reported to respond to everolimus.
False,six nhc silver complexes tested cytotoxicity mtt based vitro tests human renal-cancer cell line caki order determine ic valuesnan,21135954,silver,cytotoxicity,"From the reaction of 1-methylimidazole (1a), 4,5-dichloro-1H-imidazole (1b(I)) and 1-methylbenzimidazole (1c) with p-cyanobenzyl bromide (2a), non-symmetrically substituted N-heterocyclic carbene (NHC) [(3a-c)] precursors, 5,6-dimethyl-1H-benzimidazole (1d) and 4,5-diphenyl-1H-imidazole (1e) with p-cyanobenzyl bromide (2a) and benzyl bromide (2b), symmetrically substituted N-heterocyclic carbene (NHC) [(3d-f)] precursors were synthesised. These NHC-precursors were then reacted with silver(i) acetate to yield the NHC-silver complexes (1-methyl-3-(4-cyanobenzyl)imidazole-2-ylidene)silver(i)acetate (4a), (4,5-dichloro-1-(4-cyanobenzyl)-3-methyl)imidazole-2-ylidene)silver(i)acetate (4b), (1-methyl-3-(4-cyanobenzyl)benzimidazole-2-ylidene)silver(i)acetate (4c), (1,3-bis(4-cyanobenzyl)5,6-dimethylbenzimidazole-2-ylidene) silver(i) acetate (4d), (1,3-dibenzyl-5,6-dimethylbenzimidazole-2-ylidene) silver(i) acetate (4e) and (1,3-dibenzyl-4,5-diphenylimidazol-2-ylidene) silver(i) acetate (4f) respectively. Three NHC-precursors 3c-e and four NHC-silver complexes 4b and 4d-f were characterised by single crystal X-ray diffraction. Preliminary in vitro antibacterial activity of the NHC-precursors and NHC-silver complexes was investigated against Gram-positive bacteria Staphylococcus aureus, and Gram-negative bacteria Escherichia coli using the qualitative Kirby-Bauer disk-diffusion method. NHC-silver complexes have shown very high antibacterial activity compared to the NHC-precursors. All six NHC-silver complexes were tested for their cytotoxicity through MTT based in vitro tests on the human renal-cancer cell line Caki-1 in order to determine their IC₅₀ values. NHC-silver complexes 4a-f were found to have IC₅₀ values of 6.2 (±1.0), 7.7 (±1.6), 1.2 (±0.6), 10.8 (±1.9), 24.2 (±1.8) and 13.6 (±1.0) μM, respectively. These values represent improved cytotoxicity against Caki-1, most notably for 4c, which is a three times more cytotoxic than cisplatin (IC₅₀ value = 3.3 μM) itself."
True,lung cancer cells knockdown rip substantially increased cisplatin induced apoptotic cytotoxicity associated robust jnk activationnan,24675421,cisplatin,apoptotic cytotoxicity,"The elucidation of chemoresistance mechanisms is important to improve cancer patient survival. In this report, we investigated the role and mechanism through which receptor-interacting protein 1 (RIP1), a mediator in cell survival and death signaling, participates in cancer's response to chemotherapy. In lung cancer cells, knockdown of RIP1 substantially increased cisplatin-induced apoptotic cytotoxicity, which was associated with robust JNK activation. The expression of the JNK inactivating phosphatase, MKP1, was substantially reduced in RIP1 knockdown cells. Although MKP1 protein stability was not altered by RIP1 suppression, the synthesis rate of MKP1 was dramatically reduced in RIP1-suppressed cells. Furthermore, we found that the expression of miR-940 was substantially increased in RIP1 knockdown cells. Knockdown of miR-940 restored MKP1 expression and attenuated cisplatin-induced JNK activation and cytotoxicity. Importantly, ectopic expression of MKP1 effectively attenuated cisplatin-induced JNK activation and cytotoxicity. In addition, activation of the JNK upstream signaling kinase, MKK4, was also potentiated in RIP1 knockdown cells. Altogether, our results suggest that RIP1 contributes to cisplatin resistance by suppressing JNK activation that involves releasing miR-940-mediated inhibition of MKP1 and suppressing activation of MKK4. Intervention targeting the RIP1/miR-940/MKP1/JNK pathway may be used to sensitize platinum-based chemotherapy. "
False,five cancer cell lines resistant irinotecan sn paclitaxel ptx etoposide vp oxaliplatin oxa gemcitabine gem respectively established parent gastric cancer cell line ocumm named ocummsn ocumm ptx ocummvp ocummoxa ocummgemnan,21482024,paclitaxel/PTX,gastric cancer,"The aim of this study was to clarify the ability of a FGFR2 inhibitor, Ki23057, to enhance the chemosensitivity of drug-resistant gastric cancer cell lines when used in combination with chemotherapeutic drugs."
True,olanzapine receptor profile results significant risk bodyweight gain sedationnan,11772153,Olanzapine,bodyweight gain,"Antipsychotics are frequently used in the treatment of a variety of neuropsychiatric conditions in children and adolescents. Atypical antipsychotics have come to the forefront in child psychiatry due largely to their tolerability profiles as well as their efficacy. Potential treatment options include clozapine, risperidone, olanzapine, quetiapine and ziprasidone. A number of studies investigating the use of clozapine have been published in children; however, owing to the frequent monitoring required for agranulocytosis, the use of clozapine may be restricted to patients with treatment-refractory disease. With accumulating data on the development of glucose intolerance in adults receiving clozapine, closer monitoring of bodyweight and fasting blood glucose is imperative. Clozapine also has an increased seizure risk, therefore a baseline electroencephalogram should be performed, as well as continued vigilance for this adverse effect. Risperidone is an atypical antipsychotic that is generally well tolerated and numerous studies have been published investigating this drug in children. Unlike clozapine, its receptor interaction profile lends itself toward increased risk of extrapyramidal symptoms (EPS) and hyperprolactinaemia. Bodyweight gain is a common adverse effect, although somewhat less than that reported with olanzapine. Baseline liver function studies prior to initiation of this medication are recommended. Risperidone-induced mania has been reported in adults and, therefore, increased caution should be used when deciding to treat children and adolescents with risperidone, particularly in those with a predisposition toward mania. Olanzapine, like risperidone, has also been associated with onset of mania in adults. Olanzapine has a receptor profile that results in significant risk for bodyweight gain and sedation. Furthermore, this drug has been linked to the development of glucose intolerance; thus, it is important to monitor bodyweight and fasting blood glucose on a frequent basis. Less information is known about quetiapine in children and adolescents. Reports about its efficacy and tolerability vary. Quetiapine appears to have increased risk for sedation and bodyweight gain, albeit less than that of olanzapine. The compound appears to be less likely to induce EPS. Finally, ziprasidone has recently been approved for use in the adult population. This compound, in terms of its receptor profile, has more in common with risperidone. This suggests a potential for increased risk of EPS and hyperprolactinaemia. It also has an increased risk of QTc prolongation; thus, a baseline electrocardiogram is suggested, particularly in those patients with a history of cardiovascular illness. Lack of evidence for bodyweight gain with ziprasidone is a considerable advantage."
False,human colon cancer ht fibrosarcoma ht stomach cancer mkn cells cultured absence glucose presence glucose uprinducing chemical stressor nglycosylation inhibitor tunicamycin calcium ionophore a23187 hypoglycemia mimicking agent 2-deoxyglucose dgnan,15339968,A23187,hypoglycemia,"Glucose deprivation, a feature of poorly vascularized solid tumors, activates the unfolded protein response (UPR), a stress-signaling pathway, in tumor cells. We recently isolated a novel macrocyclic compound, versipelostatin (VST), that inhibits transcription from the promoter of GRP78, a gene that is activated as part of the UPR. We examined the effect of VST on the UPR induced by glucose deprivation or other stressors and on tumor growth in vivo."
True,sought investigate patients syncope relationship documented paroxysmal atrioventricular block avb unknown mechanism avb induced adenosine triphosphate atp injectionnan,24128810,ATP/adenosine triphosphate,atrioventricular block/AVB,We sought to investigate in patients with syncope the relationship between documented paroxysmal atrioventricular block (AVB) of unknown mechanism and AVB induced by adenosine triphosphate (ATP) injection.
True,apparent calcium chloride dissociate vocalization fighting autonomic motor phenomena mydriasis tremor clonictonic convulsions caused carbachol eserine nan,6892185,eserine,tremor,"The effect of calcium chloride injected into the cerebral ventricles of group-housed unanaesthetized cats upon vocalization (rage, hissing and snarling), fighting (attack with paws and claws, defense with paws and claws and biting), mydriasis, tremor and clonic-tonic convulsions produced by carbachol and eserine injected similarly was investigated. Calcium chloride depressed or almost completely abolished the vocalization and fighting due to carbachol and eserine. On the other hand, mydriasis, tremor and clonic-tonic convulsions evoked by carbachol and eserine were not significantly changed by calcium chloride. It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, tremor and clonic-tonic convulsions caused by carbachol and eserine. Calcium chloride inhibited the vocalization and fighting produced by carbachol and eserine most probably by a nonspecific stabilizing action on central muscarinic cholinoceptive sites. These results further support the view that calcium ions in excess have an atropine-like action also in the central nervous system."
False,bk virusassociated hemorrhagic cystitis pediatric cancer patients receiving highdose cyclophosphamide nan,17805036,cyclophosphamide,pediatric cancer,"Hemorrhagic cystitis (HC) is a known complication of oxazophosphorine chemotherapy. BK virus (BKV) has been commonly found to be associated with hematuria in stem cell transplant patients; however, it has rarely been reported after cyclophosphamide chemotherapy alone. The authors present 3 cases of BK viruria with HC in nontransplant pediatric oncology patients. The 3 patients with BKV had more prolonged hematuria (14 to 16 wk) compared with 1 patient with BKV-negative HC (10 wk). The HC necessitated chemotherapy delays and also prolonged supportive care. One patient was treated with intravenous cidofovir with resolution of BK viruria and hematuria. BKV may have an association with the development of HC in nonstem cell transplant patients receiving high-dose oxazophosphorine chemotherapy. HC may present early and be more prolonged in patients with BK viruria. Patients with HC after cyclophosphamide or ifosfamide with negative bacterial cultures should be studied for BKV. Cidofovir may be beneficial in certain patients with BK viruria and HC; however, definitive data will require a clinical trial."
False,lower withinindividual visittovisit variability blood pressure readings amlodipineperindopril combination treatment arm ascot study shown account effective stroke reduction rate combination compared atenolol diureticbased therapies despite overall similar blood pressure loweringnan,20532438,atenolol,effective stroke reduction,"Lower within-individual visit-to-visit variability in blood pressure readings in the amlodipine/perindopril combination treatment arm of the ASCOT study has been shown to account for the more effective stroke reduction rate with this combination compared to atenolol and diuretic-based therapies, despite overall similar blood pressure lowering."
False,results indicate members series methylenecyclopropane analogs highly active hcmv hhv hhv less active hsv vzv ebvnan,14714760,methylenecyclopropane,VZV,"We have reported previously that purine methylenecyclopropane analogs are potent agents against cytomegaloviruses. In an attempt to extend the activity of these compounds, the 2-amino-6-cyclopropylaminopurine analog, QYL-1064, was selected for further study by modifying the purine 6 substituent. A total of 22 analogs were tested against herpes simplex virus types 1 and 2 (HSV-1, HSV-2), varicella zoster virus (VZV), human cytomegalovirus (HCMV), murine cytomegalovirus (MCMV), Epstein-Barr virus (EBV), human herpesvirus type 6 (HHV-6) and human herpesvirus type 8 (HHV-8). Ten of the analogs had activity against at least one of the viruses tested. One compound had moderate activity against HSV-1 and six had activity against VZV. All but one compound was active against HCMV with a mean EC50 of 2.1 +/- 0.6 microM, compared with a mean EC50 of 3.9 +/- 0.8 microM for ganciclovir. Of special interest was the fact that eight of the ten compounds were active against both HHV-6A and HHV-6B with mean EC50 values of 6.0 +/- 5.2 mciroM and <2.4 +/- 1.5 microM, respectively. Only two compounds had activity against EBV, whereas all but one compound was active against HHV-8 with a mean EC50 of 3.1 +/- 1.7 microM. These results indicate that members of this series of methylenecyclopropane analogs are highly active against HCMV, HHV-6, and HHV-8 but are less active against HSV, VZV, and EBV."
True,observations indicate prolonged depletion adrenergic stores guanethidine induces adrenergic supersensitivity cutaneous vessels adrenergic supersensitivity enhances thermal hyperalgesia presence noradrenalinenan,11474550,guanethidine,thermal hyperalgesia,"Supersensitivity to noradrenaline contributes to certain vascular disorders (e.g., hypertension) and chronic neuropathic pain conditions (e.g., complex regional pain syndrome). We aimed to develop a procedure for inducing adrenergic supersensitivity that could be used to investigate the role of catecholamines in these clinical conditions. In the first study, three doses of guanethidine were administered by iontophoresis to separate small patches of skin in the forearm of healthy human volunteers. Four to five hours later. the vasoconstrictor response to the adrenergic releasing agent tyramine was inhibited in a dose-dependent manner by iontophoretic pretreatment with guanethidine, indicating that guanethidine had depleted endogenous adrenergic stores. In a second study, guanethidine and saline were administered by iontophoresis four times over approximately 2 weeks at separate sites in the forearm. One to two days after the final pretreatment, vasoconstriction to the iontophoresis of a weak dose of noradrenaline was enhanced at sites pretreated with guanethidine. To investigate the effect of guanethidine pretreatment on thermal hyperalgesia. the experimental sites were sensitized to heat by the topical application of 0.6% capsaicin. Both before and after the application of capsaicin, the heat-pain threshold and heat-pain ratings to suprathreshold stimulation were similar at sites pretreated for 2 weeks with guanethidine or saline. However, after the iontophoresis of noradrenaline, thermal hyperalgesia was greater at the guanethidine-pretreated site than the saline pretreated site. These observations indicate that prolonged depletion of adrenergic stores by guanethidine induces adrenergic supersensitivity in cutaneous vessels, and that adrenergic supersensitivity enhances thermal hyperalgesia in the presence of noradrenaline."
False,cigarette smoking alcohol drinking hepatitis risk hepatocellular carcinoma koreanan,15601641,alcohol,hepatocellular carcinoma,"Liver cancer is one of the most common cancers worldwide, particularly in Asia and Africa, where infectious hepatitis and aflatoxin exposures are common. We conducted a prospective cohort study of liver cancer in Korea to assess the independent effects and interactions of smoking, alcohol consumption, and hepatitis B on risk of mortality from hepatocellular carcinoma."
False,open trial investigated efficacy triiodothyronine adjuvant selective serotonin reuptake inhibitors ssris subjects major depressive disorder mdd resistant ssri treatmentnan,16086620,SSRI,major depressive disorder/MDD,"In an open trial, we investigated the efficacy of triiodothyronine (T(3)) adjuvant to selective serotonin reuptake inhibitors (SSRIs) in subjects with major depressive disorder (MDD) resistant to SSRI treatment."
True,dosedependent toxicity diphenhydramine overdosenan,11204550,diphenhydramine,toxicity,"Diphenhydramine (DPHM) overdose is a frequent cause of acute poisoning. Although its clinical features are well known, information about the dose-dependent toxicity of DPHM is still scarce. The objective of this study was to investigate the dose-dependent toxicity of DPHM in patients with acute DPHM poisoning."
False,preterm labor started respiratory distress indomethacin  mg given every hoursnan,11776505,indomethacin,Preterm labor,"A 26-year-old primigravida presented with acute polyhydramnios at 30 weeks gestation. Ultrasonography revealed a large placental chorioangioma with severe hydramnios. No anomalies were detected in the fetus. Preterm labor started with respiratory distress and indomethacin, 25 mg was given every 6 hours. The patient showed a good response with improvement of the hydramnios and respiratory symptoms. A normal infant with no neonatal complications was delivered 3 weeks later."
True,irritability anxiety sleep disturbance dry mouth common side effects reboxetine nan,21312292,reboxetine,sleep disturbance,"The main aim of this study is to evaluate the efficacy of reboxetine, a specific noradrenergic reuptake inhibitor, in adults with attention-deficit/hyperactivity disorder (ADHD)."
