verify_relationship,chemical_name,disease_name,pmid,relationship_info
no_relation,idarubicin,ABL,14987801,elucidate role dna repair phenomenon examined capacity murine baf lymphoid cells tel abl transformed counterparts repair dna lesions caused gamma uvradiations anticancer drug idarubicin nan
no_relation,idarubicin,cancer,14987801,elucidate role dna repair phenomenon examined capacity murine baf lymphoid cells telabltransformed counterparts repair dna lesions caused gamma uvradiations anti cancer drug idarubicin nan
no_relation,idarubicin,ABL,14987801,also examined capability bcr abl fusion modulate repair oxidative lesions considered major side effect various anticancer drugs including idarubicin radiationnan
no_relation,idarubicin,cancer,14987801,also examined capability bcrablfusion modulate repair oxidative lesions considered major side effect various anti cancer drugs including idarubicin radiationnan
no_relation,alpha-phenyl-N-tert-butyl nitrone/PBN,ABL,14987801,employing free radical scavenger alphaphenylntertbutyl nitrone pbn spin trap dna repair enzymes endonuclease iii endoiii nicks dna sites oxidized bases found bcr abl transformed cells repaired oxidative dna lesions effectively control cellsnan
no_relation,oxygen,hypertension,15030300,reactive oxygen species vascular biology role arterial hypertension nan
no_relation,oxygen,vascular injury,15030300,development evoked considerable interest possibilities therapies targeted reactive oxygen intermediates decreasing generation reactive oxygen species andor increasing availability antioxidants may useful minimizing vascular injury nan
no_relation,oxygen,hypertension,15030300,review focuses vascular actions reactive oxygen species role oxidative stress vascular damage hypertension therapeutic potential modulating oxygen radical bioavailability hypertension nan
no_relation,oxygen,vascular damage,15030300,review focuses vascular actions reactive oxygen species role oxidative stress vascular damage hypertension therapeutic potential modulating oxygen radical bioavailability hypertensionnan
no_relation,oxygen,hypertension,15030300,particular following topics highlighted chemistry sources reactive oxygen species antioxidant defense mechanisms signaling events mediated reactive oxygen species role reactive oxygen species hypertension putative therapeutic role antioxidants cardiovascular diseasenan
no_relation,oxygen,cardiovascular disease,15030300,particular following topics highlighted chemistry sources reactive oxygen species antioxidant defense mechanisms signaling events mediated reactive oxygen species role reactive oxygen species hypertension putative therapeutic role antioxidants cardiovascular disease nan
no_relation,ethanol,hepatocellular carcinoma,15040025,comparison longterm effects intraarterially delivered ethanol gelfoam treatment severe arterioportal shunt patients hepatocellular carcinoma nan
no_relation,ethanol,arterioportal shunt,15040025,comparison longterm effects intraarterially delivered ethanol gelfoam treatment severe arterioportal shunt patients hepatocellular carcinomanan
no_relation,ethanol,HCC/hepatocellular carcinoma,15040025,evaluate longterm effect ethanol embolization treatment hepatocellular carcinoma hcc severe hepatic arterioportal shunt aps compared gelfoam embolizationnan
no_relation,ethanol,APS/arterioportal shunt,15040025,evaluate longterm effect ethanol embolization treatment hepatocellular carcinoma hcc severe hepatic arterioportal shunt aps compared gelfoam embolizationnan
no_relation,ethanol,HCC,15040025,sixtyfour patients ethanol group patients gelfoam group hcc aps respectively treated ethanol gelfoam aps routine interventional treatment tumornan
no_relation,ethanol,tumor,15040025,sixtyfour patients ethanol group patients gelfoam group hcc aps respectively treated ethanol gelfoam aps routine interventional treatment tumor nan
no_relation,ethanol,APS,15040025,sixtyfour patients ethanol group patients gelfoam group hcc aps respectively treated ethanol gelfoam aps routine interventional treatment tumornan
no_relation,ethanol,APS,15040025,occlusion rate aps initial treatment ethanol group recanalization rate month embolization complete occlusion rate nan
no_relation,ethanol,HCC,15040025,ethanol group significant prolongation survival patients monofocal hccnan
yes_direct,ethanol,abdominal pain,15040025,incidence rate abdominal pain procedure ethanol group nan
no_relation,ethanol,hepatic failure,15040025,procedurerelated hepatic failure occur ethanol groupnan
no_relation,Ethanol,HCC,15040025,ethanol embolization patients hcc severe aps efficacious safe may contribute prolongation life span versus gelfoam embolizationnan
no_relation,Ethanol,APS,15040025,ethanol embolization patients hcc severe aps efficacious safe may contribute prolongation life span versus gelfoam embolizationnan
no_relation,CsA,chronic allograft nephropathy,15041316,partly attributed side effects csa partly fact use csa led reduced incidence chronic allograft nephropathy nan
yes_direct,CsA,toxicity,15041316,thus continuing search strategies minimize csa toxicity maintain adequate immunosuppressionnan
no_relation,Thalidomide,inflammatory skin diseases,15057007,thalidomide nphtalimidoglutarimide initially used tranquilizer recently used management several inflammatory skin diseases nan
no_relation,thalidomide,LCH,15057007,conclusion thalidomide monotherapy represents effective safe welltolerated treatment option considered firstline therapy mucocutaneous lch nan
no_relation,CO(2),hypercapnia,15064270,normocapnia hypercapnia vop change significantly mean sd  cmsec  cmsec endtidal co(2) et co(2)   mmhg  mmhg respectivelynan
no_relation,CO(2),hypocapnia,15064270,co(2) reactivity slope vop normocapnia hypocapnia per mmhgnan
no_relation,MTH-68/H,aggressive neuroectodermal neoplasm,15072452,report administration mth-68/h patients glioblastoma multiforme common aggressive neuroectodermal neoplasm poor prognosis averaging six months yearnan
no_relation,MTH-68/H,glioblastoma,15072452,report administration mth-68/h patients glioblastoma multiforme common aggressive neuroectodermal neoplasm poor prognosis averaging six months yearnan
yes_direct,olanzapine,diabetes mellitus,15107197,management diabetes mellitus occurring treatment olanzapine report six cases clinical implicationsnan
yes_direct,clozapine,glucose dysregulation or new onset diabetes mellitus,15107197,spite conflicting reports emerging evidence least two atypical antipsychotics clozapine olanzapine associated increased risk developing glucose dysregulation new onset diabetes mellitus nan
yes_direct,olanzapine,glucose dysregulation or new onset diabetes mellitus,15107197,spite conflicting reports emerging evidence least two atypical antipsychotics clozapine olanzapine associated increased risk developing glucose dysregulation new onset diabetes mellitus nan
no_relation,glucose,glucose dysregulation or new onset diabetes mellitus,15107197,spite conflicting reports emerging evidence least two atypical antipsychotics clozapine olanzapine associated increased risk developing glucose dysregulation new onset diabetes mellitusnan
yes_direct,olanzapine,diabetes,15107197,report management six patients developed diabetes mellitus following treatment olanzapine five independent risk factors diabetes nan
yes_direct,olanzapine,diabetes mellitus,15107197,report management six patients developed diabetes mellitus following treatment olanzapine five independent risk factors diabetesnan
no_relation,olanzapine,diabetes,15107197,view uncertainty size mechanism link olanzapine diabetes discuss issues surrounding routine clinical management monitoring patients antipsychotics clinical implicationsnan
no_relation,fluoxetine,major depressive disorder,15119918,somatic symptoms predictors time onset response fluoxetine major depressive disorder nan
no_relation,fluoxetine,major depressive disorder/MDD,15119918,present study assessed relationship somatic symptoms time onset clinical response fluoxetine patients major depressive disorder mdd nan
no_relation,fluoxetine,DSM-III-R MDD,15119918, outpatients mean age   years women dsmiiir mdd sustained acute response fluoxetine completed symptom questionnaire sq baselinenandisease preexisting condition
no_relation,fluoxetine,MDD,15119918,somatic symptoms depression found associated delayed onset antidepressant response fluoxetine mdd nan
yes_direct,fluoxetine,depression,15119918,somatic symptoms depression found associated delayed onset antidepressant response fluoxetine mddnan
no_relation,cholesterol,atherosclerosis,15136056,conjugated linoleic acid atherosclerosis effect molecular markers cholesterol homeostasis thp macrophagesnan
no_relation,linoleic acid,atherosclerosis,15136056,conjugated linoleic acid atherosclerosis effect molecular markers cholesterol homeostasis thp macrophagesnan
no_relation,cholesterol,atherosclerosis,15136056,macrophage cholesterol homeostasis key process involved initiation progression atherosclerosis nan
yes_direct,cholesterol,atherosclerosis,15136056,peroxisome proliferatoractivated receptors ppars regulate transcription genes involved cholesterol homeostasis thus represent important therapeutic target terms reducing atherosclerosis nan
no_relation,linoleic acid,atherosclerosis,15136056,conjugated linoleic acid cla potent antiatherogenic dietary fatty acid animal models atherosclerosis capable activating ppars vitro vivonan
no_relation,simvastatin,multiple sclerosis,15145635,oral simvastatin treatment relapsingremitting multiple sclerosis nan
no_relation,simvastatin,multiple sclerosis,15145635,aimed investigate use oral simvastatin mg individuals relapsingremitting multiple sclerosis nan
no_relation,simvastatin,neurological disability,15145635,oral simvastatin might inhibit inflammatory components multiple sclerosis lead neurological disability nan
no_relation,simvastatin,multiple sclerosis,15145635,oral simvastatin might inhibit inflammatory components multiple sclerosis lead neurological disabilitynan
no_relation,glibenclamide,undergoing aggressive diabetes management,15163121,conclusion severe hypoglycaemia serious uncommon problem among elderly patients tdm frequent patients undergoing aggressive diabetes management users longacting sulphonylurea eg glibenclamide nan
no_relation,glibenclamide,T2DM,15163121,conclusion severe hypoglycaemia serious uncommon problem among elderly patients t2dm frequent patients undergoing aggressive diabetes management users longacting sulphonylurea eg glibenclamide nan
no_relation,glucose,diabetes mellitus,15163121,finally patients risk hypoglycaemia considered therapy individualised accordingly opinion great number episodes serious hypoglycaemia may prevented teaching principles blood glucose monitoring involving general practitioners outpatient management diabetes mellitus elderlynan
yes_direct,Na(+),heart failure,15165985, na(+) ncx expression reported increased human heart failure nan
no_relation,artemisinins,tumor,15183112,oxidative stress response tumor cells microarraybased comparison artemisinins anthracyclinesnan
no_relation,anthracyclines,tumor,15183112,oxidative stress response tumor cells microarraybased comparison artemisinins anthracyclines nan
no_relation,artemisinins,tumor,15183112,antimalarial artemisinins also reveal profound cytotoxic activity tumor cellsnan
yes_direct,anthracyclines,cardiotoxicity,15183112,established cancer drugs anthracyclines also form ros free radicals responsible cardiotoxicity anthracyclines nan
no_relation,anthracyclines,cancer,15183112,established cancer drugs anthracyclines also form ros free radicals responsible cardiotoxicity anthracyclines nan
no_relation,artemisinins,cardiotoxicity,15183112,contrast artemisinins reveal cardiotoxicity nan
no_relation,Vitamin B(12),anemia,15186711,frequent strategies included dietary changes vitamins modification routines rest exercise prescribed medications anemia vitamin deficiency testosterone deficiencynan
no_relation,Vitamin B(12),testosterone deficiency,15186711,frequent strategies included dietary changes vitamins modification routines rest exercise prescribed medications anemia vitamin deficiency testosterone deficiency nan
no_relation,testosterone,anemia,15186711,frequent strategies included dietary changes vitamins modification routines rest exercise prescribed medications anemia vitamin deficiency testosterone deficiencynan
no_relation,testosterone,testosterone deficiency,15186711,frequent strategies included dietary changes vitamins modification routines rest exercise prescribed medications anemia vitamin deficiency testosterone deficiencynan
no_relation,Imatinib,chronic myelogenous leukemia,15215876,imatinib therapy chronic myelogenous leukemia strategies avoid overcome resistancenan
no_relation,Imatinib,CML/chronic myelogenous leukemia,15215876,imatinib molecularly targeted therapy inhibits oncogenic fusion protein bcrabl tyrosine kinase involved pathogenesis chronic myelogenous leukemia cml nanused treatment
yes_direct,tyrosine,CML/chronic myelogenous leukemia,15215876,imatinib molecularly targeted therapy inhibits oncogenic fusion protein bcrabl tyrosine kinase involved pathogenesis chronic myelogenous leukemia cml nan
no_relation,imatinib,CML,15215876,selective inhibition bcrabl activity imatinib demonstrated efficacy treatment cml particularly chronic phasenan
no_relation,imatinib,advanced disease,15215876,patients however primarily advanced disease either refractory imatinib eventually relapsenan
no_relation,imatinib,CML,15215876,observations recent trials imatinib combined insights provided increased understanding molecular mechanisms resistance established rationale strategies avoid overcome imatinib resistance management cml patientsnan
no_relation,Delta(9)-THC,THC,15302527,clinical point view delta thc produces therapeutic benefits beyond reasonable doubtnan
no_relation,Delta(9)-THC,THC,15302527,delta thc devoid ill effectsnan
no_relation,THC,THC,15302527,psychic area delta thc may induce unpleasant reactions disconnected thoughts panic reactions disturbing changes perception delusions hallucinatory experiencesnan
no_relation,Delta(9)-THC,THC,15302527,however long term effects psyche cognition known reports prolonged use delta thc nan
no_relation,Delta(9)-THC,THC,15302527,actually proposed delta thc rescheduled schedule iv united nations convention psychotropic drugs constitute substantial risk public health abuse rarenan
yes_direct,clozapine,pericarditis,15319023,chart review potential features myocarditis pericarditis cardiomyopathy children adolescents treated clozapine nan
yes_direct,clozapine,myocarditis,15319023,chart review potential features myocarditis pericarditis cardiomyopathy children adolescents treated clozapine nan
yes_direct,clozapine,cardiomyopathy,15319023,chart review potential features myocarditis pericarditis cardiomyopathy children adolescents treated clozapine nan
yes_direct,Clozapine,pericarditis,15319023,clozapine known cause cardiac side effects including myocarditis pericarditis cardiomyopathynan
yes_direct,Clozapine,myocarditis,15319023,clozapine known cause cardiac side effects including myocarditis pericarditis cardiomyopathynan
yes_direct,Clozapine,cardiomyopathy,15319023,clozapine known cause cardiac side effects including myocarditis pericarditis cardiomyopathy nan
yes_direct,clozapine,pericarditis,15319023,prompted case clozapine related pericarditis adolescent undertook retrospective chart review discover whether unrecognized cases myocarditis pericarditis cardiomyopathy among children adolescents young adults treated clozapine nan
yes_direct,clozapine,myocarditis,15319023,prompted case clozapine related pericarditis adolescent undertook retrospective chart review discover whether unrecognized cases myocarditis pericarditis cardiomyopathy among children adolescents young adults treated clozapine nan
yes_direct,clozapine,cardiomyopathy,15319023,prompted case clozapine related pericarditis adolescent undertook retrospective chart review discover whether unrecognized cases myocarditis pericarditis cardiomyopathy among children adolescents young adults treated clozapine nan
no_relation,clozapine,such disorder,15319023,exception case prompted study none patients found developed disorder course treatment clozapine nan
no_relation,atorvastatin,ACS,15326073,early aggressive lipidlowering therapy atorvastatin months significantly reduced plaque volume patients acs nan
no_relation,moxifloxacin,iatrogenic oral bacteremia,15327647,vitro activity moxifloxacin compared antimicrobials streptococci isolated iatrogenic oral bacteremia spainnan
no_relation,moxifloxacin,focal infections,15327647,isolates showed low mic moxifloxacin vitro making promising antimicrobial alternative prevention streptococcal focal infections associated certain dental manipulations administration beta-lactam agents indicatednan
no_relation,beta-lactam,focal infections,15327647,isolates showed low mic moxifloxacin vitro making promising antimicrobial alternative prevention streptococcal focal infections associated certain dental manipulations administration beta-lactam agents indicatednan
yes_direct,Interferon-alpha,symptoms of depression,15331126,interferon-alpha ifnalpha treatment frequently complicated symptoms depression nan
no_relation,NO,neuroblastoma,15331636,studied regulatory function neuroblastoma cell lines sknbe primary cerebellar granule cell culturesnan
no_relation,retinoic acid,neuroblastoma,15331636,neuronal synthase nnos overexpressing neuroblastoma cell line exposed differentiative action retinoic acid slowed proliferation accelerated differentiation towards neuronal phenotypenan
no_relation,NO,neuroblastoma,15331636,neuronal synthase nnos overexpressing neuroblastoma cell line exposed differentiative action retinoic acid slowed proliferation accelerated differentiation towards neuronal phenotypenan
no_relation,NO,neuroblastoma,15331636,high nmyc expression level essential neuroblastoma progression well proliferation neuronal precursors negative regulation highlights novel physiopathological function important messenger moleculenan
no_relation,glucose,tumor,15339968,effect tumor cells blocking survival response glucose deprivationnan
no_relation,Glucose,Glucose deprivation,15339968,glucose deprivation feature poorly vascularized solid tumors activates unfolded protein response upr stresssignaling pathway tumor cellsnan
no_relation,Glucose,tumor/tumors,15339968,glucose deprivation feature poorly vascularized solid tumors activates unfolded protein response upr stresssignaling pathway tumor cellsnan
no_relation,glucose,tumor,15339968,examined effect vst upr induced glucose deprivation stressors tumor growth vivonan
no_relation,calcium,hypoglycemia,15339968,human colon cancer ht fibrosarcoma ht stomach cancer mkn cells cultured absence glucose presence glucose uprinducing chemical stressor nglycosylation inhibitor tunicamycin calcium ionophore hypoglycemia mimicking agent 2-deoxyglucose dgnan
no_relation,tunicamycin,hypoglycemia,15339968,human colon cancer ht fibrosarcoma ht stomach cancer mkn cells cultured absence glucose presence glucose uprinducing chemical stressor nglycosylation inhibitor tunicamycin calcium ionophore hypoglycemia mimicking agent 2-deoxyglucose dgnan
no_relation,glucose,hypoglycemia,15339968,human colon cancer ht fibrosarcoma ht stomach cancer mkn cells cultured absence glucose presence glucose uprinducing chemical stressor nglycosylation inhibitor tunicamycin calcium ionophore hypoglycemia mimicking agent 2-deoxyglucose dgnan
no_relation,A23187,stomach cancer/colon cancer,15339968,human colon cancer ht fibrosarcoma ht stomach cancer mkn cells cultured absence glucose presence glucose uprinducing chemical stressor nglycosylation inhibitor tunicamycin calcium ionophore a23187 hypoglycemiamimicking agent 2-deoxyglucose dgnan
no_relation,A23187,hypoglycemia,15339968,human colon cancer ht fibrosarcoma ht stomach cancer mkn cells cultured absence glucose presence glucose uprinducing chemical stressor nglycosylation inhibitor tunicamycin calcium ionophore a23187 hypoglycemia mimicking agent 2-deoxyglucose dgnan
no_relation,2-deoxyglucose,fibrosarcoma,15339968,human colon cancer ht fibrosarcoma ht stomach cancer mkn cells cultured absence glucose presence glucose uprinducing chemical stressor nglycosylation inhibitor tunicamycin calcium ionophore hypoglycemiamimicking agent 2-deoxyglucose dgnan
no_relation,glucose,fibrosarcoma,15339968,human colon cancer ht fibrosarcoma ht stomach cancer mkn cells cultured absence glucose presence glucose uprinducing chemical stressor nglycosylation inhibitor tunicamycin calcium ionophore hypoglycemiamimicking agent 2-deoxyglucose dgnan
no_relation,2-deoxyglucose,stomach cancer/colon cancer,15339968,human colon cancer ht fibrosarcoma ht stomach cancer mkn cells cultured absence glucose presence glucose uprinducing chemical stressor nglycosylation inhibitor tunicamycin calcium ionophore hypoglycemiamimicking agent 2-deoxyglucose dgnan
no_relation,tunicamycin,stomach cancer/colon cancer,15339968,human colon cancer ht fibrosarcoma ht stomach cancer mkn cells cultured absence glucose presence glucose uprinducing chemical stressor nglycosylation inhibitor tunicamycin calcium ionophore hypoglycemiamimicking agent 2-deoxyglucose dgnan
no_relation,calcium,stomach cancer/colon cancer,15339968,human colon cancer ht fibrosarcoma ht stomach cancer mkn cells cultured absence glucose presence glucose uprinducing chemical stressor nglycosylation inhibitor tunicamycin calcium ionophore hypoglycemiamimicking agent 2-deoxyglucose dgnan
no_relation,glucose,stomach cancer/colon cancer,15339968,human colon cancer ht fibrosarcoma ht stomach cancer mkn cells cultured absence glucose presence glucose uprinducing chemical stressor nglycosylation inhibitor tunicamycin calcium ionophore hypoglycemiamimicking agent 2-deoxyglucose dgnan
no_relation,2-deoxyglucose,hypoglycemia,15339968,human colon cancer ht fibrosarcoma ht stomach cancer mkn cells cultured absence glucose presence glucose uprinducing chemical stressor nglycosylation inhibitor tunicamycin calcium ionophore hypoglycemia mimicking agent 2-deoxyglucose dgnan
no_relation,calcium,fibrosarcoma,15339968,human colon cancer ht fibrosarcoma ht stomach cancer mkn cells cultured absence glucose presence glucose uprinducing chemical stressor nglycosylation inhibitor tunicamycin calcium ionophore hypoglycemiamimicking agent 2-deoxyglucose dgnan
no_relation,A23187,fibrosarcoma,15339968,human colon cancer ht fibrosarcoma ht stomach cancer mkn cells cultured absence glucose presence glucose uprinducing chemical stressor nglycosylation inhibitor tunicamycin calcium ionophore a23187 hypoglycemiamimicking agent 2-deoxyglucose dgnan
no_relation,tunicamycin,fibrosarcoma,15339968,human colon cancer ht fibrosarcoma ht stomach cancer mkn cells cultured absence glucose presence glucose uprinducing chemical stressor nglycosylation inhibitor tunicamycin calcium ionophore hypoglycemiamimicking agent 2-deoxyglucose dgnan
no_relation,cisplatin,tumor,15339968,vst alone combination cisplatin statistically significantly tumor growth mkn xenograftsnan
no_relation,glucose,tumors,15339968,disruption upr may provide novel therapeutic approach targeting glucose deprived solid tumors nan
no_relation,mangafodipir/manganese-DPDP,pancreatic lesions,15343134,magnetic resonance manganesedpdp mangafodipir focal solid pancreatic lesions nan
no_relation,Mn-DPDP/Mangafodipir,pancreatic lesions,15343134,assess accuracy magnetic resonance mr mangafodipir mn-dpdp identification focal solid pancreatic lesions nan
no_relation,Mn-DPDP,pancreatitis/pancreatic lesions,15343134,mn-dpdp mr identified malignancies endocrine neoplasms focal pancreatitis  patients pancreatic lesions correctly identifiednan
no_relation,Mn-DPDP,neoplasms,15343134,mn-dpdp mr identified malignancies endocrine neoplasms focal pancreatitis patients pancreatic lesions correctly identifiednan
no_relation,Mn-DPDP,pancreatitis,15343134,due small number inflammatory lesions included study significant differences found signal intensity mn-dpdp uptake focal pancreatitis neoplasmsnan
no_relation,Mn-DPDP,neoplasms,15343134,due small number inflammatory lesions included study significant differences found signal intensity mn-dpdp uptake focal pancreatitis neoplasms nan
no_relation,DPDP,pancreatic lesions,15343134,mr mn dpdp accurate identification focal solid pancreatic lesions nan
no_relation,Mangafodi-pir,pancreatic lesions,15343134,mangafodi-pir also useful excluding presence pancreatic lesions suspected us ctnan
no_relation,mangafodipir,hepatic lesions,15390224,detection characterization focal hepatic lesions mangafodipir vs superparamagnetic iron oxideenhanced magnetic resonance imagingnan
no_relation,iron oxide,hepatic lesions,15390224,detection characterization focal hepatic lesions mangafodipir vs superparamagnetic iron oxide enhanced magnetic resonance imagingnan
no_relation,mangafodipir,hepatic lesions,15390224,compare mangafodipir enhanced magnetic resonance mr superparamagnetic iron oxide spioenhanced images ability detect characterize focal hepatic lesions nan
no_relation,iron oxide,hepatic lesions,15390224,compare mangafodipirenhanced magnetic resonance mr superparamagnetic iron oxide spioenhanced images ability detect characterize focal hepatic lesions nan
no_relation,mangafodipir,HCCs,15390224,spio mangafodipir enhanced images comparable detection focal hepatic lesions small hccs better detected spioenhanced imagesnan
no_relation,mangafodipir,hepatic lesions,15390224,spio mangafodipir enhanced images comparable detection focal hepatic lesions small hccs better detected spioenhanced imagesnan
no_relation,Mangafodipir,liver lesions,15390224,mangafodipir enhanced images likely better spioenhanced images distinguishing focal liver lesions hepatocellular nonhepatocellular originnan
yes_direct,FEIBA,Thrombosis,15456478,thrombosis rare wellrecognized potential complication factor viii inhibitor bypass activity feiba infusionnan
no_relation,FEIBA,thrombotic,15456478,recombinant factor viia rfviia increasingly used alternative feiba however thrombotic safety profile rfviia remains incompletely characterizednan
no_relation,FEIBA,thrombotic,15456478,data medwatch pharmacovigilance program us food drug administration supplemented published case reports used conjunction estimated numbers infusions available manufacturers assess comparative incidence thrombotic aes patients receiving rfviia feiba period april june nan
no_relation,FEIBA,thrombotic,15456478,reported thrombotic aes rare incidence rates per infusions ci per infusions rfviia per infusions ci per infusions feiba nan
no_relation,FEIBA,Thrombotic,15456478,thrombotic aes significantly frequent rfviia feiba recipients incidence rate ratio ci nan
no_relation,FEIBA,thrombotic,15456478,commonly documented single type thrombotic ae rfviia infusion cerebrovascular thrombosis myocardial infarction frequent type patients receiving feiba nan
yes_direct,FEIBA,myocardial infarction,15456478,commonly documented single type thrombotic ae rfviia infusion cerebrovascular thrombosis myocardial infarction frequent type patients receiving feiba nan
no_relation,FEIBA,thrombosis,15456478,commonly documented single type thrombotic ae rfviia infusion cerebrovascular thrombosis myocardial infarction frequent type patients receiving feiba nan
no_relation,FEIBA,thrombotic,15456478,contrasting ae reporting patterns rfviia feiba may contributed observed difference thrombotic event incidencenan
no_relation,bupivacaine,pain,15488969,efficacy bupivacaine posttonsillectomy pain study intraindividual designnan
yes_direct,Alcohol,prostatic hyperplasia,15491708,alcohol risk prostate cancer benign prostatic hyperplasia nan
no_relation,Alcohol,prostate cancer,15491708,alcohol risk prostate cancer benign prostatic hyperplasianan
no_relation,alcohol,BPH/cancer/benign prostatic hyperplasia,15491708,examine association alcohol risk prostate cancerbenign prostatic hyperplasia bph population wide range alcohol consumption using hospitalbased casecontrol studynan
yes_direct,alcohol,prostate cancer,15491708,data several epidemiologic studies allowed us exclude strong association alcohol drinking prostate cancer risknan
no_relation,Alcohol,BPH/prostate cancer,15491708,alcohol consumption showed consistent association prostate cancer risk statistically significant inverse trend risk bph nan
no_relation,alcohol,BPH,15491708,inverse relation elevated alcohol consumption bph apparently stronger subjects lower body mass indexnan
no_relation,Alcohol,prostate cancer,15491708,alcohol drinking unrelated prostate cancer risknan
no_relation,androgen,BPH,15491708,inverse relationship bph may related hormonal correlates ie lower androgen levels heavy alcohol drinkersnan
no_relation,alcohol,BPH,15491708,inverse relationship bph may related hormonal correlates ie lower androgen levels heavy alcohol drinkersnan
no_relation,SU5416,tumor,15519795,triple combination irradiation chemotherapy pemetrexed vegfr inhibition su5416 human endothelial tumor cellsnan
no_relation,SU5416,Triple combination,15519795,triple combination irradiation chemotherapy pemetrexed vegfr inhibition su5416 human endothelial tumor cellsnan
no_relation,SU5416,tumor,15519795,combination folate antimetabolite pemetrexed su5416 receptor tyrosine kinase inhibitor vegfr irradiation investigated human endothelial cells tumor cell linesnan
no_relation,folate,tumor,15519795,combination folate antimetabolite pemetrexed su receptor tyrosine kinase inhibitor vegfr irradiation investigated human endothelial cells tumor cell linesnan
no_relation,tyrosine,tumor,15519795,combination folate antimetabolite pemetrexed su receptor tyrosine kinase inhibitor vegfr irradiation investigated human endothelial cells tumor cell linesnan
no_relation,SU5416,prostate cancer,15519795,primary isolated human umbilical vein endothelial cells huvec human dermal microvascular endothelial cells hdmec human glioblastoma prostate cancer cells pc exposed pemetrexed alone combination su5416 nan
no_relation,SU5416,glioblastoma,15519795,primary isolated human umbilical vein endothelial cells huvec human dermal microvascular endothelial cells hdmec human glioblastoma prostate cancer cells pc exposed pemetrexed alone combination su5416 nan
no_relation,SU5416,tumor,15519795,triple combination using lowtoxicity drug exposure pemetrexed su5416 results greater response treatment alone combination two modalities tested endothelial tumor cell modelsnan
no_relation,SU5416,Triple combination,15519795,triple combination using lowtoxicity drug exposure pemetrexed su5416 results greater response treatment alone combination two modalities tested endothelial tumor cell modelsnan
no_relation,SU5416,toxicity,15519795,triple combination using low toxicity drug exposure pemetrexed su5416 results greater response treatment alone combination two modalities tested endothelial tumor cell modelsnan
no_relation,Desmopressin,nocturia,15525445,desmopressin synthetic vasopressin analogue mainly used treatment diabetes insipidus nocturia nan
no_relation,vasopressin,diabetes insipidus,15525445,desmopressin synthetic vasopressin analogue mainly used treatment diabetes insipidus nocturianan
no_relation,Desmopressin,diabetes insipidus,15525445,desmopressin synthetic vasopressin analogue mainly used treatment diabetes insipidus nocturianan
no_relation,vasopressin,nocturia,15525445,desmopressin synthetic vasopressin analogue mainly used treatment diabetes insipidus nocturia nan
no_relation,loratadine,allergic,15562885,systemic antihistamines loratadine cetrizine hydrochloride proven efficacious control many allergic conditions however patients complain drying effectsnan
no_relation,loratadine,chamber that regulates humidity,15562885,participants evaluated cae chamber regulates humidity temperature airflow visual tasking baseline taking mg either loratadine cetirizine hydrochloride daily daysnan
no_relation,loratadine,ocular discomfort,15562885, days use loratadine yielded mean increase points keratitis ocular discomfort  vs baselinenan
yes_direct,loratadine,keratitis,15562885, days use loratadine yielded mean increase points keratitisnan
yes_direct,Loratadine,increased ocular discomfort,15562885,loratadine cetirizine hydrochloride induced signs symptoms associated ocular dryness including increased corneal conjunctival staining decreased tfbut increased ocular discomfort healthy individualsnan
yes_direct,Loratadine,ocular dryness,15562885,loratadine cetirizine hydrochloride induced signs symptoms associated ocular dryness including increased corneal conjunctival staining decreased tfbut increased ocular discomfort healthy individualsnan
yes_direct,cholesterol,CHD/coronary heart disease,15563444,many populations high intakes saturated fat associated elevated serum cholesterol concentrations increased coronary heart disease chd mortalitynanmany populations high intakes saturated fat associated elevated serum cholesterol concentrations increased coronary heart disease chd mortality cholesterol coronary heart disease chd mortality connected sentence make connection clear refers high intakes saturated fat
yes_direct,carbohydrates,CHD,15563444,however intakes animal foods total protein dietary cholesterol less plant derived carbohydrates predictors chd nan
no_relation,cholesterol,CHD,15563444,however intakes animal foods total protein dietary cholesterol less plant derived carbohydrates predictors chd nan
no_relation,heparin,venous thromboembolism,15584059,prolonged administration heparin prevention treatment venous thromboembolism associated risk heparininduced osteoporosisnan
yes_direct,heparin,osteoporosis,15584059,prolonged administration heparin prevention treatment venous thromboembolism associated risk heparininduced osteoporosis nan
yes_direct,heparin,osteoporosis,15584059,fondaparinux inhibit osteoblast proliferation vitro may reduce risk heparininduced osteoporosis associated longterm heparin administrationnan
no_relation,bilirubin,hyperthyroidism,15599331,patients jaundice promptly resolved therapy hyperthyroidism thyroid storm bilirubin levels decreased mgdl normal mgdl mgdlnan
no_relation,bilirubin,thyroid storm,15599331,patients jaundice promptly resolved therapy hyperthyroidism thyroid storm bilirubin levels decreased mgdl normal mgdl mgdlnan
no_relation,bilirubin,jaundice,15599331,patients jaundice promptly resolved therapy hyperthyroidism thyroid storm bilirubin levels decreased mgdl normal mgdl mgdlnan
no_relation,alcohol,hepatocellular carcinoma,15601641,cigarette smoking alcohol drinking hepatitis risk hepatocellular carcinoma koreanan
no_relation,alcohol,hepatitis B,15601641,cigarette smoking alcohol drinking hepatitis risk hepatocellular carcinoma koreanan
no_relation,aflatoxin,infectious hepatitis,15601641,liver cancer one common cancers worldwide particularly asia africa infectious hepatitis aflatoxin exposures commonnan
