boolean_relationship,chemical_name,disease_name,all_info
True,S-adenosylmethionine,fibrosarcoma,chaotic neovascularization induced aggressive fibrosarcoma cells overexpressing s-adenosylmethionine decarboxylasenans-adenosylmethionine decarboxylase key enzyme biosynthesis polyamines essential cell proliferation overexpression s-adenosylmethionine decarboxylase rodent fibroblasts led aggressive transformants amdcs cells unforeseen high invasive capacity nude mice invading rapidly subcutaneous injection site peritoneal cavity organs vitro cells much invasive rasoncogenetransformed fibroblasts human ht fibrosarcoma mdamb breast cancer cells immunohistological characterization amdcsinduced tumors showed chaotic neovascularization abundant pleomorphic vessellike structures noncontiguous totally missing laminin basement membrane cd endothelial cell immunoreactivity gene expression protein analyses amdcs cells showed overexpress several proangiogenic molecules including vascular endothelial growth factor vegfa exhibit profound downregulation antiangiogenic thrombospondin tsp reintroduction tsp amdcs cells high invasiveness efficiently inhibited vitro interestingly amdcs cells showed upregulation hepatocyte growth factor hgf also expressed met receptor creating thus autocrine loop able regulate vegfa tsp levels found amdcs cells express increased amounts matrix metalloproteinase mmp large isoform tenascinc tnc may also contribute angiogenic switch invasiveness consequently amdcs cells offer excellent model sort key molecules aggressive tumor growth thereby help designing rational novel antivascular cancer therapies
False,HBeAg/hepatitis B e antigen,HBV infection/hepatitis B,hbv markers including hepatitis surface antigen hbsag antibody antihbs antihbc hepatitis antigen hbeag antibody antihbe determined donors recipients lt recipients lt hbv dna titer measured recipients strongly suspected de novo hbv infection nanaim study analyze incidence risk factors de novo hepatitis virus hbv infection hepatitis core antibody antihbcpositive donors pediatric living donor liver transplantation ldlt
True,MDMA,impaired social and emotional judgement processes,mdma polydrug users show processspecific central executive impairments coupled impaired social emotional judgement processes people take mdma drugs develop impaired social emotional judgement processesrecent years working memory deficits reported users mdma methylenedioxymethamphetamine ecstasy current study aimed assess impact mdma use three separate central executive processes set shifting inhibition memory updating also prefrontal mediated social emotional judgement processes fifteen polydrug ecstasy users polydrug nonecstasy user controls completed general drug use questionnaire brixton spatial anticipation task set shifting backward digit span procedure memory updating inhibition return inhibition emotional intelligence scale tromso social intelligence scale dysexecutive questionnaire dex compared mdmafree polydrug controls mdma polydrug users showed impairments set shifting memory updating also social emotional judgement processes latter two deficits remained significant controlling drug use data lend support proposal cognitive processes mediated prefrontal cortex may impaired recreational ecstasy use
False,calcium,diabetic,study designed investigate effect delapril ace inhibitor manidipine long action calcium antagonist persistent microalbuminuria normotensive type diabetic patientsnanstudy designed investigate effect delapril ace inhibitor manidipine long action calcium antagonist persistent microalbuminuria normotensive type diabetic patients sixty type diabetic patients randomized take delapril mgday manidipine mgday weeks open label design twenty eight thirty subjects delapril group twenty nine thirty manidipine group completed study urine albumin excretion measured urinary albumin creatinine ratio decreased significantly groups  mgg  mgg delapril manidipine group respectively mgg significant changes fasting plasma glucose hbac serum fructosamine creatinine potassium lipid profiles weeks treatment groups two cases delapril group withdrawn study intolerable cough one case manidipine group intolerable dizziness headache conclusion delapril manidipine effective reduction microalbuminuria normotensive type diabetic patients persistent microalbuminuria
False,Thalidomide,inflammatory skin diseases,thalidomide nphtalimidoglutarimide initially used tranquilizer recently used management several inflammatory skin diseases nanlangerhans cell histiocytosis lch represents group rare histiocytic syndromes characterized tissue infiltration dendritic cells management lch difficult disorders respond inconsistently immunosuppressive chemotherapeutic strategies thalidomide nphtalimidoglutarimide initially used tranquilizer recently used management several inflammatory skin diseases describe case yearold male mucocutaneous lch treatment course cycles chlorodeoxyadenosin cladribine initiated well tolerated withdrawn months prevent secondary malignancy partial remission seen subsequently treatment course thalidomide mg daily started therapy resulted significant improvement mucocutaneous lesions within weeks complete healing achieved months treatment successfully continued daily doses mg prevent relapse conclusion thalidomide monotherapy represents effective safe welltolerated treatment option considered firstline therapy mucocutaneous lch
True,latanoprost,pain,median visual analog pain scale scores acetazolamide latanoprost travoprost brinzolamide timolol groups   respectivelynanstudy evaluated effects acetazolamide latanoprost travoprost bimatoprost brimonidine brinzolamide timolol pain phacoemulsification cataract surgery
True,midazolam,hiccups,corticosteroids dexamethasone methylprednisolone benzodiazepines midazolam general anaesthesia specific agents mentioned frequently literature associated development hiccups benzodiazepines category chemicals midazolam mentioned specific example benzodiazepine known cause hiccupsreport case persistent hiccups associated azithromycin therapy
True,nickel,hypersensitivity,claimed high correlation positive history nickel hypersensitivity patchtest results testing unnecessary history hypersensitivity nanseveral reports indicate prevalence nickel sensitivity among females general population around per cent probably increasing especially schoolchildren claimed high correlation positive history nickel hypersensitivity patchtest results testing unnecessary history hypersensitivity true nickel hypersensitivity serious health problem individual however hand eczema also present situation quite different concerns medical metal implants nickelsensitive persons appear exaggerated nickel intake food probably serious difficulty although persons may unusually sensitive dealing clinical problems nickel dermatitis must overlook prophylaxis seems important introduce safe methods ear piercing primary source nickel hypersensitivity spread information health hazard potential seemingly harmless sensitivity nickel
True,fentanyl,rigidity,postoperative rigidity fentanyl administrationnancase thoracoabdominal rigidity leading respiratory failure described postoperative period elderly patient received moderate dose fentanyl successfully reversed naloxone mechanisms possibly implicated accident discussed
True,ifosfamide,anuria,sixtyyearold woman advanced breast cancer previously treated cisplatin developed irreversible lethal renal failure anuria day gm bolus ifosfamide nansixtyyearold woman advanced breast cancer previously treated cisplatin developed irreversible lethal renal failure anuria day gm bolus ifosfamide postrenal failure excluded echography prerenal component could contributed renal failure transient hypotension due increasing ascitis occurring anuria however correction hemodynamic parameters improve renal function ifosfamide known nephrotoxic drug demonstrated tubulopathies strongly suspect lethal anuria mainly due ifosfamide occurring patient received previous cisplatin chemotherapy poor kidney perfusion due transient hypotension recommend careful use ifosfamide patients pretreated nephrotoxic chemotherapy inadequate renal perfusion
False,2-deoxyglucose,fibrosarcoma,human colon cancer ht fibrosarcoma ht stomach cancer mkn cells cultured absence glucose presence glucose uprinducing chemical stressor nglycosylation inhibitor tunicamycin calcium ionophore hypoglycemiamimicking agent 2-deoxyglucose dgnanglucose deprivation feature poorly vascularized solid tumors activates unfolded protein response upr stresssignaling pathway tumor cells recently isolated novel macrocyclic compound versipelostatin vst inhibits transcription promoter grp gene activated part upr examined effect vst upr induced glucose deprivation stressors tumor growth vivo
False,L-ornithine-L-aspartate,cirrhosis,oral l-ornithine-l-aspartate safe welltolerated treatment good compliance rate beneficial therapeutic effect patients cirrhosis stable overt chronic hepatic encephalopathynancurrent state knowledge pathophysiology hepatic encephalopathy reduction hyperammonemia important evidence effective treatment therefore therapeutic efficacy oral lornithinelaspartate improves impaired ammonia detoxification investigated patients cirrhosis hyperammonemia stable overt chronic hepatic encephalopathy subclinical hepatic encephalopathy randomized doubleblind placebocontrolled clinical trial
False,dopamine,schizophrenia,observations support idea might serve target clozapine significantly modified extended understanding mechanisms underlying atypical antipsychotic treatment schizophrenia well dopamine hypothesis schizophrenia nanpast years enduring explanation schizophrenia dopamine hypothesis proposes dopaminergic system overactive widespread disease classically receptor formed core dopamine hypothesis since considerable evidence elevations receptor levels brains schizophrenic patients receptors served primary target mediating antipsychotic effects neuroleptics however dopamine receptor recently received particular attention context atypical antipsychotic clozapine effective treating refractory schizophrenics without sideeffect profile typical neuroleptics displays fold higher affinity compared receptors furthermore concentration plasma water clinical doses ofclozapine correlates well vitro binding affinity receptors suggesting potential target mediating clozapines antipsychotic effects well marked elevations level dlike site identical receptor seen striatum postmortem schizophrenic brains control brains finally interesting feature receptor perhaps array polymorphisms associated creating structural diversity receptor supercedes known catecholamine receptors existence polymorphisms raises possibility structural variations receptor may associated increased susceptibility schizophrenia observed variations individual response clozapine treatment however several studies aimed investigating hypotheses could establish direct role schizophrenia furthermore association evident polymorphic forms susceptibility schizophrenia variable clozapine response nevertheless investigations surrounding receptor far futile observations support idea might serve target clozapine significantly modified extended understanding mechanisms underlying atypical antipsychotic treatment schizophrenia well dopamine hypothesis schizophrenia characterization receptor may prove crucial designing highly effective antipsychotic drugs minimal contraindications
True,steroids,cryptococcosis,sudden rapid deterioration death rare consequences disseminated cryptococcosis steroids may worsen course diseasenanreport case patient acquired immunodeficiency syndrome aids whose death occurred within hours hospitalization due disseminated cryptococcosis manifested dizziness cough shortness breath clinical picture consistent pneumocystis pneumonia antibiotic therapy corticosteroids initiated despite initial improvement patients condition quickly worsened resulting cardiorespiratory arrest death autopsy revealed cryptococci several organs sudden rapid deterioration death rare consequences disseminated cryptococcosis steroids may worsen course disease basis case review similar cases literature recommend early consideration disseminated cryptococcosis aids patients pneumonia early diagnosis appropriate therapy essential reduce morbidity mortality
False,amlodipine,hypertensive,efficacy ccb amlodipine arb valsartan lowering bp protecting cardiovascular events stroke across range hypertensive patient populations established many yearsnanearly initiation rational effective combination therapy consisting antihypertensive drugs two different complementary mechanisms actions increasingly becoming accepted clinical practice guidelines firstline approach control blood pressure bp prevent cardiovascular outcomes patients hypertension oncedaily combination therapy provides rapid control bp important preventing cardiovascular events similar improved tolerability compared component monotherapies improved adherence regimen simplification combination therapy calcium channel antagonist calcium channel blocker ccb inhibitor reninangiotensinaldosterone system raas rational approach achieve bp goals provide protection renal cardiovascular morbidity mortality number ccbraas inhibitor combinations including ccbangiotensinconverting enzyme ace inhibitor ccb angiotensin ii type receptor antagonist angiotensin receptor blocker arb combinations available fixeddose formulations substantial evidence bplowering efficacy ccbraas inhibitor combinations diverse patient populations use combination associated favourable tolerability fewer adverse metabolic effects combination therapies recent evidence large outcome trials supports use ccbraas inhibitor combinations reducing risk cardiovascular renal events particularly highrisk patients together evidence benefits ccbraas inhibitor combinations may extend beyond efficacy lowering bp terms protecting fatal nonfatal stroke myocardial infarction cardiovascularrelated deaths efficacy ccb amlodipine arb valsartan lowering bp protecting cardiovascular events stroke across range hypertensive patient populations established many years fixeddose amlodipinevalsartan combinations available many countries shown greater bp reductions better bp control respective monotherapies diverse patient populations together favourable tolerability profile oncedaily amlodipinevalsartan rational convenient treatment option effective management patients hypertension improving adherence antihypertensive medication protecting cardiovascular renal morbidity mortality
False,imiquimod,LM,sought evaluate use invivo rcm accurately monitor response lm nonsurgical treatment topical imiquimod nanimiquimod used treating lentigo maligna lm selected cases surgery appropriate option functional aesthetic impairment reflectance confocal microscopy rcm noninvasive method validated monitoring treatment lm imiquimod
True,rifampicin,Acute renal failure,acute renal failure subsequent administration rifampicin followup study cases reported earliernanclinical presentation made year followup six cases acute renal failure reported earlier patients developed transient renal failure intermittent administration rifampicin stage oliganuria lasted weeks five patients treated hemodialysis two patients died due unrelated causes followup period four patients reexamined clinically cured pathologic findings light microscopy immunofluorescence biopsy scarce nothing abnormal seen electron microscopy two cases studied renal function normal three cases excretion ihippuran renography slightly slowed although acute stage renal lesions histologically appeared toxic evidence suggestive immunological mechanism cannot excluded
False,N-acetylcysteine,cytotoxicity,cytotoxicity due exposure ndma partially inhibited antioxidants n-acetylcysteine ascorbic acid butylated hydroxyanisole n-t-butyl-alpha-phenylnitrone potentiated upon glutathione depletionnangm human fibroblast cell line transfected pcmve expression vector containing full length cdna rat cytochrome pcmvneo contained vector alone selected clones designated gme gmneo respectively western blot analysis showed gme gmneo expressed protein reacted antihuman antibody ethoxycoumarin odeethylasepnitrophenol hydroxylase nnitrosodimethylamine ndma demethylase activities cells measured monolayer cell cultures without preparing microsomes exposure gme cells ndma days caused severe decreases cell viability determined crystal violet uptake showed sigmoidal doseresponse curve median lethal dose microm contrast viability gmneo cells altered ndma even concentrations mm time concentrationdependent methylation dna rna protein cndma observed cells expressing inhibitors activity ethanol methylpyrazole isoniazid caused decrease methylation cellular macromolecules also completely protected cells ndmamediated toxicity cytotoxicity due exposure ndma partially inhibited antioxidants nacetylcysteine ascorbic acid butylated hydroxyanisole ntbutylalphaphenylnitrone potentiated upon glutathione depletion results document ability rat metabolize ndma toxic reactive intermediates demonstrate cell line provides useful model studying mechanisms metabolismmediated toxicity carcinogenesis
False,losartan,proteinuria,preliminary results suggest possible influence cypc genotype proteinuria blood pressure caucasian ckd patients treated losartan nanlosartan used antiproteinuric well blood pressure effects chronic kidney disease ckd metabolized cytochrome cyp active single nucleotide polymorphisms cypc reduce catalytic activity could reduce clinical benefits
True,beta-adrenergic blocking drugs,hypotension,three patients ischaemic heart disease developed profound cardiac failure hypotension bradycardia combined therapy verapamil betaadrenergic blocking drugs nanthree patients ischaemic heart disease developed profound cardiac failure hypotension bradycardia combined therapy verapamil betaadrenergic blocking drugs clinical picture resolved completely cessation combined therapy baseline left ventricular function assessed cardiac catheterisation nuclear angiography normal two patients mildly reduced simultaneously administration betaadrenergic blocking drugs verapamil may result profound adverse interactions administered great caution
True,indomethacin,necrotizing enterocolitis,recent exposure antenatal indomethacin associated necrotizing enterocolitis  ci nanobjective study determine whether indomethacin used tocolytic agent associated adverse neonatal outcomes
False,calcium,coaching,healthcare provider must incorporate appropriate teaching strategies intensive counseling coaching along support mechanism enable bcs understand importance healthy diet calcium vitamin supplement regular strengthweight program integrated daily lifestylenandescribe baseline healthy lifestyle behaviors dietary calcium vitamin caffeine alcohol intake smoking history physical activity postmenopausal breast cancer survivors bcs identify relationship healthy lifestyle behaviors bone mineral density bmd forearm total hip spine
False,catechol,parkinsonian,open randomised crossover study investigated effect single mg oral dose entacapone novel catechol omethyltransferase comt inhibitor pharmacokinetics metabolism levodopacarbidopa cardiovascular responses blood pressure pulse rate variation standard stimuli eight parkinsonian patientsnanopen randomised crossover study investigated effect single mg oral dose entacapone novel catecholomethyltransferase comt inhibitor pharmacokinetics metabolism levodopacarbidopa cardiovascular responses blood pressure pulse rate variation standard stimuli eight parkinsonian patients entacapone significantly increased mean area plasma concentration curve auc levodopa  hngml prolonged elimination halflife tel  mean auc dihydroxyphenylacetic acid dopac monoamine oxidasedependent metabolite levodopa significantly increased  hmicrogramsml entacapone small decrease auc homovanillic acid hva comt dependent metabolite levodopa observed  hngml entacapone also decreased excretion hva methoxytyramine urine cardiovascular autonomic responses sympathetic parasympathetic stimuli changed entacapone conclude single dose entacapone moderately increases auc prolongs tel levodopa man affect cardiovascular autonomic regulation
True,caffeine,ventricular tachycardia,case ventricular tachycardia related caffeine pretreatmentnansuboptimal seizure duration commonly encountered electroconvulsive therapy practice especially older patients higher seizure thresholds intravenous caffeine commonly used improve seizure duration quality patients generally well tolerated aside occasional reports relatively benign ventricular ectopy describe patient previous history cardiac disease arrhythmia developed sustained bigeminy brief runs ventricular tachycardia caffeine administration although intravenous caffeine generally well tolerated clinician aware potential unpredictable serious ventricular arrhythmias
True,5-fluorouracil,leukoencephalopathy,results identified reports toxic leukoencephalopathy patients treated methotrexate intrathecal systemic 5-fluorouracil derivative carmofur capecitabinenantransient leukoencephalopathy mimicking cerebrovascular accident described complication chemotherapy commonly recipients intrathecal methotrexate childhood leukaemia recently published neuroimaging data suggest common pathophysiology associated variety chemotherapy agents modes administration
True,medroxyprogesterone acetate/MPA,cholelithiasis,five fortyfive adult men years age less received least six months medroxyprogesterone acetate mpa depo provera im mgweek prevention sexoffending genitalmutilating behavior developed symptomatic cholelithiasis nanfive fortyfive adult men years age less received least six months medroxyprogesterone acetate mpa depo provera im mgweek prevention sexoffending genitalmutilating behavior developed symptomatic cholelithiasis thirty men studied gallbladder ultrasound prospectively mpa sixmonth intervals taking medication six months mpa gallstones recovered two patients found high cholesterol content suggesting formed cholesterol supersaturated bile findings consistent increased incidence gallbladder disease related highprogesterone states suggest mpa may causative agent cholelithiasis physiologic studies gallbladder contraction cholecystokinin release subset patients failed provide information mechanism possible increased incidence gallbladder disease
True,oestrone sulphate,breast cancer,addition oestrogens play important role breast cancer development oestrone sulphate es might main source active oestrogens breastnantransforming growth factor beta tgfbeta multifunctional regulator cellular growth differentiation many cell types growth inhibitory effect mammary epithelial cells tgfbeta isoform shown present high concentrations breast cyst fluid might protective role breast cancer addition oestrogens play important role breast cancer development oestrone sulphate es might main source active oestrogens breast aim study assess effect tgfbeta oestrogen synthesis attempt understand mechanism tgfbeta may exert protective effect breast cancer study higher concentrations tgfbeta significantly inhibited conversion es oestrone conversion potent oestrogen oestradiol tgfbeta effect mcf cell growth conversion conclusion tgfbeta might exert protective role breast cancer reducing amount active oestrogens present breast
True,mitomycin,Hemolytic uremic syndrome,hemolytic uremic syndrome may associated variety etiologies chemotherapeutic agents also reported associated hemolytic uremic syndrome including mitomycin cisplatin bleomycin recently gemcitabinenanhemolytic uremic syndrome rare condition compromising clinical triad acute renal failure microangiopathic hemolytic anemia thrombocytopenia hemolytic uremic syndrome may associated variety etiologies chemotherapeutic agents also reported associated hemolytic uremic syndrome including mitomycin cisplatin bleomycin recently gemcitabine
False,sorafenib,renal cell carcinoma,symptoms hypothyroidism occur patients treated sorafenib due metastatic renal cell carcinoma nantyrosine kinase inhibitors relatively new targeted therapy drugs used treatment metastatic clear cell kidney carcinoma gastrointestinal stromal tumours thyroid carcinoma pancreatic neuroendocrine tumours progression disease hypothyroidism thyroid dysfunction often side effect treatment therefore monitoring thyroid hormone levels beginning treatment tyrosine kinase inhibitors necessity hypothyroidism correlates objective response treatment sunitinib described tyrosine kinase inhibitor causes hypothyroidism mechanism hypothyroidism still unclear sorafenib symptoms hypothyroidism occur patients treated sorafenib due metastatic renal cell carcinoma imatinib hypothyroidism one frequent side effects treatment emergent tracheotomy necessary due larynx swelling marked hypothyroidism motesanib hypothyroidism increased tsh level diagnosed  patients metastatic differentiated medullary thyroid carcinomas management patients thyroid dysfunction related symptoms fatigue undoubtedly challenge oncologist
False,amiodarone,VT,sixtynine percent patients continued treatment amiodarone recurrence symptomatic vt ventricular fibrillation vf followup  months mean standard deviation  nanamiodarone administered patients sustained symptomatic ventricular tachycardia vt  cardiac arrest  refractory conventional antiarrhythmic drugs loading dose mgday weeks maintenance dose mgday sixtynine percent patients continued treatment amiodarone recurrence symptomatic vt ventricular fibrillation vf followup  months mean standard deviation  six percent patients nonfatal recurrence vt successfully managed continuing amiodarone higher dose addition conventional antiarrhythmic drug one adverse drug reactions occurred patients adverse effects forced reduction dose amiodarone discontinuation amiodarone patients common symptomatic adverse reactions tremor ataxia nausea anorexia visual halos blurring thyroid function abnormalities pulmonary interstitial infiltrates although largedose amiodarone highly effective longterm treatment vt vf refractory conventional antiarrhythmic drugs causes significant toxicity approximately patients however dose adjusted based clinical response development adverse effects patients vt vf successfully managed amiodarone
True,oral contraceptives,liver tumors,etiologic factors pathogenesis liver tumors associated oral contraceptives nanwithin last several years previously rare liver tumors seen young women using oral contraceptive steroids registry liver tumors associated oral contraceptives university california irvine clearly identified cases recent literature contains case reports common cases histopathologic diagnosis focal nodular hyperplasia adenoma hamartoma hepatoma significant statistical etiologic factors include prolonged uninterrupted usage oral contraceptive steroids eight deaths liver rupture patients attest seriousness new potentially lethal adverse phenomenon
True,epinephrine,myocardial ischemia,mechanisms myocardial ischemia induced epinephrine comparison exerciseinduced ischemiananrole epinephrine eliciting myocardial ischemia examined patients coronary artery disease objective signs ischemia factors increasing myocardial oxygen consumption compared epinephrine infusion supine bicycle exercise epinephrine exercise produced myocardial ischemia evidenced st segment depression angina however mechanisms myocardial ischemia induced epinephrine significantly different exercise exerciseinduced myocardial ischemia marked predominantly increased heart rate ratepressure product minor contribution enddiastolic volume epinephrineinduced ischemia characterized marked increase contractility less pronounced increase heart rate ratepressure product findings indicate ischemia produced epinephrine may occur states emotional distress mechanism distinct due physical exertion
False,bisphosphonate,bone disease,phase iii study compared efficacy new potent bisphosphonate ibandronate placebo intravenous iv therapy metastatic bone disease due breast cancernanphase iii study compared efficacy new potent bisphosphonate ibandronate placebo intravenous iv therapy metastatic bone disease due breast cancer
False,naloxone,hypotension,experience demonstrates possible role naloxone reversal hypotension resulting captoprilnanhemodynamic effects captopril angiotensinconverting enzyme inhibitors may mediated endogenous opioid system opioid antagonist naloxone shown block reverse hypotensive actions captopril report case intentional captopril overdose manifested marked hypotension resolved promptly administration naloxone knowledge first reported case captoprilinduced hypotension treated naloxone experience demonstrates possible role naloxone reversal hypotension resulting captopril
True,thiopental,respiratory paralysis,data suggest naloxone reverses respiratory paralysis produced thiopental involves gaba actionnanagent yet available reverse respiratory paralysis produced cns depressants general anesthetics study naloxone reversed respiratory paralysis induced thiopental rats mgkg iv thiopental produced anesthesia without altering respiratory rate increased gaba decreased glutamate effect aspartate glycine levels compared controls rat cortex brain stem pretreatment rats thiosemicarbazide minutes abolished anesthetic action well respiratory depressant action thiopental mgkg iv thiopental produced respiratory arrest increase gaba decrease glutamate cortex brain stem without affecting amino acids studied four regions rat brain naloxone mgkg iv reversed respiratory paralysis glutamate gaba levels control values brain stem cortex changes caudate cerebellum data suggest naloxone reverses respiratory paralysis produced thiopental involves gaba action
False,H2O2,migration,study investigate effects oxidative stress epcs epcs treated h2o2 different final concentrations mtt assay scratchwound assay matrigel invasion assay revealed cell proliferation migration tubule formation function respectively impaired h2o2 stress concentrationdependent mannernanendothelial progenitor cells epcs repair vascular damage participate neovascularization accumulating evidence demonstrated epcs therapeutic potential reactive oxygen species rosmediated vascular diseases study investigate effects oxidative stress epcs epcs treated h2o2 different final concentrations mtt assay scratchwound assay matrigel invasion assay revealed cell proliferation migration tubule formation function respectively impaired h2o2 stress concentrationdependent manner determine protein response h2o2 stress twodimensional differential ingel electrophoresis ddige combined matrixassisted laser desorptionionization timeofflight malditoftof mass spectrometry performed results revealed triosephosphate isomerase adpsugar pyrophosphatase downregulated peroxiredoxin thioredoxindependent peroxide reductase mitochondrial prx peroxiredoxin egfcontaining fibulinlike extracellular matrix protein vimentin rab gdp dissociation inhibitor upregulated hotreated epcs confirm results mass spectrometry expression pattern prx response h2o2 stress examined western blot analysis data presented study provide novel insight defensive mechanisms epcs pathways oxidative damage oxidative environment
True,reboxetine,anxiety,irritability anxiety sleep disturbance dry mouth common side effects reboxetine nanmain aim study evaluate efficacy reboxetine specific noradrenergic reuptake inhibitor adults attentiondeficithyperactivity disorder adhd
True,clozapine,pericarditis,prompted case clozapine related pericarditis adolescent undertook retrospective chart review discover whether unrecognized cases myocarditis pericarditis cardiomyopathy among children adolescents young adults treated clozapine nanclozapine known cause cardiac side effects including myocarditis pericarditis cardiomyopathy prompted case clozapinerelated pericarditis adolescent undertook retrospective chart review discover whether unrecognized cases myocarditis pericarditis cardiomyopathy among children adolescents young adults treated clozapine sample comprised total patients monitored regularly period ranging  months average observation period months patients assessed potential indicators myocarditis pericarditis cardiomyopathy patients least one several parameters potentially indicative pericarditis myocarditis cardiomyopathy abnormal least one instance observation period cases abnormalities discovered abnormalities found unspecific myocarditis pericarditis cardiomyopathy exception case prompted study none patients found developed disorder course treatment clozapine
False,sertraline,sexual dysfunction,indexing terms included sexual dysfunction antidepressants selective serotonergic reuptake inhibitors fluoxetine sertraline paroxetine fluvoxamine clomipramine buspirone nefazodone bupropion cyproheptadine amantadine yohimbine central nervous system stimulantsnandescribe occurrence management sexual dysfunction induced selective serotoninreuptake inhibitors ssris provide overview sexual dysfunction reports ssriinduced sexual dysfunction management strategies
False,colchicine,FMF,major renal involvement fmf occurrence amyloidosis prevented daily regimen colchicine nanfamilial mediterranean fever fmf autoinflammatory disease characterized recurrent attacks fever peritonitis pleuritis genetically autosomal recessive inheritance major renal involvement fmf occurrence amyloidosis prevented daily regimen colchicine cases familial mediterranean fever may resistant colchicine literature controversy treatment fmf patients resistant colchicine describe case fmf proteinuria bilateral sacroiliitis responded antitnf tumor necrosis factoralpha therapy infliximab etanercept
False,5-FU,CRC,three prospective randomized phase iii studies advanced crc oxaliplatin plus 5-fu lv improved significantly progressionfree survival without significant increase median survival time without affecting quality life compared treatment 5-fu lvnanoxaliplatin platinum compound characterized diaminocyclohexane dach platinum carrier ligand proven efficacy first secondline advanced colorectal cancer crc treatment acute reversible cumulative peripheral sensory neuropathy observed frequently oxaliplatin treatment limits use synergism drugs well different mechanism action toxicity profile make attractive candidate combination studies crc combined safely 5-fluorouracil fufolinic acid lv irinotecan raltitrexed multitarget antifolate ly mta oral 5-fu prodrugs combinations confer increased response rate compared single agent increased secondary surgical resection initially unresectable metastases possibly leading prolonged survival three prospective randomized phase iii studies advanced crc oxaliplatin plus fulv improved significantly progressionfree survival without significant increase median survival time without affecting quality life compared treatment fulv ongoing clinical trials define role adjuvant setting
False,dopamine,widespread disease,past years enduring explanation schizophrenia dopamine hypothesis proposes dopaminergic system overactive widespread disease nanpast years enduring explanation schizophrenia dopamine hypothesis proposes dopaminergic system overactive widespread disease classically receptor formed core dopamine hypothesis since considerable evidence elevations receptor levels brains schizophrenic patients receptors served primary target mediating antipsychotic effects neuroleptics however dopamine receptor recently received particular attention context atypical antipsychotic clozapine effective treating refractory schizophrenics without sideeffect profile typical neuroleptics displays fold higher affinity compared receptors furthermore concentration plasma water clinical doses ofclozapine correlates well vitro binding affinity receptors suggesting potential target mediating clozapines antipsychotic effects well marked elevations level dlike site identical receptor seen striatum postmortem schizophrenic brains control brains finally interesting feature receptor perhaps array polymorphisms associated creating structural diversity receptor supercedes known catecholamine receptors existence polymorphisms raises possibility structural variations receptor may associated increased susceptibility schizophrenia observed variations individual response clozapine treatment however several studies aimed investigating hypotheses could establish direct role schizophrenia furthermore association evident polymorphic forms susceptibility schizophrenia variable clozapine response nevertheless investigations surrounding receptor far futile observations support idea might serve target clozapine significantly modified extended understanding mechanisms underlying atypical antipsychotic treatment schizophrenia well dopamine hypothesis schizophrenia characterization receptor may prove crucial designing highly effective antipsychotic drugs minimal contraindications
False,pravastatin,hypercholesterolemia,multinational study effects lowdose pravastatin patients noninsulindependent diabetes mellitus hypercholesterolemia nanmultinational week randomized doubleblind placebocontrolled study evaluated efficacy safety lowdose pravastatin patients noninsulindependent diabetes mellitus niddm hypercholesterolemia serum total cholesterol concentrations mmoll  mgdl patients randomized receive pravastatin mg matching placebo doubling dose weeks predefined target levels total cholesterol ie decrease baseline achieved week pravastatintreated patients showed decrease serum lowdensity lipoprotein cholesterol ldlc reduction serum total cholesterol tc concentrations
False,testosterone,type,ed common symptom patients type diabetes also low testosterone levelsnanobesity important risk factor many common diseases including cardiovascular disease cvd type diabetes cancer erectile dysfunction ed adipose tissues produce number adipokines cytokines affect endothelial metabolic function resulting insulin resistance metabolic syndrome risks factors cvd ed metabolic syndrome improve reduction body mass index bmi relationships among obesity metabolic syndrome ed sex hormonebinding globulin shbg serum total free testosterone levels complex often confusing physician known bmi inversely proportional serum total testosterone concentrations low serum shbg levels obesity contribute low serum total testosterone recent studies show bmi also inversely proportional free testosterone concentration characteristic low serum testosterone concentrations observed obese men also present men metabolic syndrome type diabetes mellitus small proportion men ed hypogonadism however proportion increases men obese manifestations metabolic syndrome type diabetes mellitus ed common symptom patients type diabetes also low testosterone levels review describes relationships low serum testosterone concentrations ed obese patients metabolic syndrome type diabetes mellitus
True,sodium nitroprusside,toxicity,cyanide toxicity complication sodium nitroprusside administrationnancyanide toxicity complication sodium nitroprusside administration cardiac surgery may increase risk cyanide toxicity hemolysis cardiopulmonary bypass cpb may catalyze release free cyanide sodium nitroprusside
False,amphotericin B,valve endocarditis,describe diabetic patient lecythophora mutabilis prosthetic valve endocarditis treated surgically well amphotericin lipid complex voriconazole subsequently followed prolonged voriconazole suppressive therapynandematiaceous darkwalled fungi ubiquitous environment involvement invasive human infections rarely reported however organisms identified potential emerging pathogens particularly among immunocompromised hosts describe diabetic patient lecythophora mutabilis prosthetic valve endocarditis treated surgically well amphotericin lipid complex voriconazole subsequently followed prolonged voriconazole suppressive therapy best knowledge patient first reported survivor mutabilis prosthetic valve endocarditis
False,glutamine,dependence,vitro evidence dependence tumor growth glutamine deterred use clinic settingnanoverview glutamine cancer therapy discusses vitro vivo work glutamine tumor growth summarizes animal human data potential benefits glutamine tumorbearing host receiving radiation chemotherapy
