boolean_relationship,relationship_info,pmid,chemical_name,disease_name
True,combination lowdose aspirin thienopyridine exacerbates small bowel injury nan,21133822,aspirin,small bowel injury
False,comparison three different concentrations ropivacaine postoperative patientcontrolled thoracic epidural analgesia upper abdominal surgerynan,18809519,ropivacaine,analgesia
False,note responses seen patients relatively poor prognostic factors short platinum therapy including response rate progressing platinum treatment prior treatment metastatic disease prior treatment vinca alkaloids visceral involvement nan,16622447,platinum,metastatic disease
True,acute hepatitis autoimmune hemolytic anemia erythroblastocytopenia induced ceftriaxone induced means caused,9625142,ceftriaxone,hepatitis
True,patient rheumatoid arthritis developed lifethreatening pancytopenia resulting low dose oral methotrexate mtx toxicity potentiated probenecid nan,2066953,probenecid,pancytopenia
False,thereby new nanosystems carbosilane dendrimers shown safe effective compounds hiv great potential topical microbicidesnan,25114528,carbosilane,HIV
False,diagnosis fluoxetine treatment compulsive behavior disorder adults mental retardationnan,8292312,fluoxetine,compulsive behavior disorder
True,imbalance occurred largely africanamerican subpopulation respiratoryrelated deaths lifethreatening experiences vs rr  ci  combined asthma related deaths lifethreatening experiences vs rr  ci  subjects receiving salmeterol vs placebonan,16424409,salmeterol,asthma
True,however strong consistent positive association daily hydrocortisone dose prevalence maladaptive personality traits ie identity problems cognitive distortion compulsivity restricted expression callousness oppositionality rejection conduct problems social avoidance narcissism insecure attachmentnan,24801589,hydrocortisone,compulsivity
True,randomized study patients coronary artery bypass surgery examined whether light versus heavy sedation propofol intensive care unit associated increased degree myocardial ischemia nan,9356086,propofol,myocardial ischemia
False,median number redness lesions combined group highest among four groups significantly higher warfarin groupnan,21133822,warfarin,redness lesions
False,anti proliferative activity elacy cp combination cloretazine vnpm idarubicin gemcitabine irinotecan topotecan human leukemia lymphoma cellsnan,18398748,gemcitabine,lymphoma
False,results suggest chloroquine may potentiate anti cancer effect 5-fu via cell cycle inhibitionnan,22716215,chloroquine,cancer
True,yearold man rheumatoid arthritis previously treated sulindac fenoprofen calcium high dose salicylates gold salts developed renal papillary necrosis rpn  months institution naproxen therapynan,6699841,naproxen,renal papillary necrosis/RPN
False,antenatal indomethacin associated intraventricular hemorrhage patent ductus arteriosus respiratory distress syndrome bronchopulmonary dysplasia mortalitynan,17980183,indomethacin,patent ductus arteriosus
True,currently insufficient evidence advocate use ascorbic acid management systemic chromium toxicity nan,10382555,chromium,toxicity
True,additional motion stimulation aggravates dizziness nausea ie nicotine increases sensitivity motion sickness nan,17990061,nicotine,motion sickness
False,"concentration microm 3,4-dihydroxybenzaldehyde caused growth inhibition human cancer cellnan",19023807,"3,4-dihydroxybenzaldehyde",cancer
False,phase ii study vinflunine bladder cancer patients progressing firstline platinum containing regimennan,16622447,platinum,bladder cancer
False,however large phaseiii randomized study conducted europe hcv patients nonresponder peginterferon ribavirin demonstrated thymalfasin improve rate sustained virologic responses patients completed therapy thymalfasin significantly diminished relapse ratenanhcv stands hepatitis virus therefore disease virus,20536462,ribavirin,HCV
False,vitamin cataract prevention study vecat clinical trial currently progress designed assess affect vitamin supplementation development progression cataract agerelated macular degenerationnan,10420210,Vitamin E,Cataract
False,study confirms therapy heparin graduated compression stockings effective inexpensive convenient prevention venous thrombosis fractured hip patients associated low bleeding risknan,1761997,heparin,fractured hip
False,however case lipid raft inhibitors nystatin beta mcd disrupted patchingnan,14565868,nystatin,MCD
True,somatic symptoms depression found associated delayed onset antidepressant response fluoxetine mddnan,15119918,fluoxetine,depression
True,possible azithromycin associated hiccups nan,15985056,azithromycin,hiccups
False,effects three nonmyelotoxic cancer drugs growth neuroblastoma cells investigated vitro vivo dihydroxyphenylalanine l-dopa drug selective toxicity melanoma cells dlbuthionine sulphoximine bso drug radiosensitizing effects tamoxifen drug used treatment human mammary carcinomanan,1653780,L-dopa,toxicity
True,accelerated nodulosis mtx ra rare occurs despite good clinical response polyarthritisnan,1404122,MTX,Accelerated nodulosis
True,accumulating data development glucose intolerance adults receiving clozapine closer monitoring bodyweight fasting blood glucose imperativenan,11772153,clozapine,glucose intolerance
True,serotonin syndrome venlafaxine tranylcypromine interactionnan,8888541,tranylcypromine,Serotonin syndrome
True,report case woman multiple sclerosis developed severe neurological condition following natalizumab nzb withdrawal soon fingolimod fty initiationnan,22907938,fingolimod,neurological condition
True,consider episode siadh result combination factors including weakness central nervous system longterm administration vpa nan,11195262,VPA,SIADH
False,role activation bradykinin receptors disruption bloodbrain barrier acute hypertension bradykinin part bradykinin receptors activated receptors disrupting bloodbrain barrier somehow,8955532,bradykinin,hypertension
False,aida doses microg microl diminished haloperidolinduced muscle rigidity nan,12231232,AIDA,muscle rigidity
True,caspasedependent cell death mediates potent cytotoxicity sulfide derivatives 9-anilinoacridine nan,18454048,9-anilinoacridine,cytotoxicity
True,describe yearold woman developed superior sagittal left transverse sinus thrombosis associated prolonged epsilonaminocaproic acid therapy menorrhagianan,2339463,epsilon-aminocaproic acid,sagittal and left transverse sinus thrombosis
True,slcob transporter involved mtx elimination polymorphisms genes pathway could also role mtx toxicity nanpolymorphisms genes pathway causes toxicity,23222202,MTX,toxicity
True,human pentachlorophenol poisoning nan,7904464,pentachlorophenol,poisoning
False,however preference given oral route bps started early process metastatic bone disease patient receiving hormone therapynan,12136223,BPs,bone disease
False,investigated whether administration pantoprazole infusion would improve outcome ulcer bleeding following successful endoscopic therapynanimprove outcome key term,16677158,pantoprazole,ulcer bleeding
False,aim study response lymphomonocyte os status reactive oxygen species byproducts oral unsaturated fat load test oflt fh compare response obtained normolipidemic normoglycemic subjectsnan,23072926,oxygen,OS
True,patient suffering rare enzyme deficiency developed malignant neuroleptic syndrome treated one single dose haloperidol nan,11819156,haloperidol,neuroleptic syndrome
False,clinical trials demonstrated efficacy safety celecoxib rofecoxib postoperative pain preemptive analgesia newer agents valdecoxib etoricoxib also demonstrated efficacy settingsnan,12204484,celecoxib,postoperative pain
False,growth neuroblastoma tumours inhibited different mechanisms l-dopa metabolite dopamine reduced activity tyrosinase bso reduced glutathione levels l-dopa tamoxifen raised camp concentrationsnan,1653780,tamoxifen,neuroblastoma tumours
False,results show tamoxifen raloxifene ici induce anti inflammatory response acute models mouse rat microglial cellsnan,15953991,ICI 182.780,inflammatory
False,aim study determine effect exogenous catecholamines tumor necrosis factor alpha tnfa interleukin il interleukin il betabetaendorphin levels patients severe trauma first injurynan,18234565,catecholamines,trauma
False,data suggest clonal abnormalities observed posttransplant best explained clinical relapse tumor ex vivo marrow purging 4-hc likely induce clonal chromosome abnormalities normal cellsnan,8453599,4-HC,clonal chromosome abnormalities
False,feasibility toxicity local response rates intraarterial chemotherapy fluorouracil epirubicin mitomycin patients years locally advanced breast cancer evaluatednan,17203763,epirubicin,locally advanced breast cancer
False,potential human cancer risks exposure pcbs tale two evaluationsnan,14594106,PCBs,cancer
True,drinking patterns include periods alcohol consumption followed abstinence binge drinking may enhance possibility brain damage nan,8123218,alcohol,brain damage
False,multiple drug resistance pglycoprotein mdrpgp contributes drug resistance via atp dependent drug efflux pumps overexpressed many solid tumors including gastric cancer nan,24377601,ATP,gastric cancer
False,first clinical trial evaluate arb irbesartan versus placebo reducing rate aortic root dilatation mfs nan,24289736,irbesartan,MFS
True,corynebacterium falsenii bacteremia occurring infant vancomycin therapynan,20610679,vancomycin,Corynebacterium falsenii bacteremia
True,tacrine administered licl pretreated rats induces electrocorticographic seizures delayed hippocampal damagenan,19944736,Tacrine,seizures
False,addition compounds  exhibited inhibitory effects skintumor promotion vivo twostage mouse skin carcinogenesis test based dimethylbenzaanthracene dmba initiator tpa promoternan,22344919,TPA,skin carcinogenesis
True,conclusion tgfbeta might exert protective role breast cancer reducing amount active oestrogens present breastnan,10823131,oestrogens,breast cancer
False,epothilones new class mti may associated grade peripheral neuropathy however neuropathy associated ixabepilone novel epothilone analog generally mild moderate reversible baseline grade levelsnan,18567992,epothilone B,peripheral neuropathy
False,emergence linezolid resistant staphylococcus aureus prolonged treatment cystic fibrosis patients cleveland ohionan,21263048,linezolid,cystic fibrosis
False,mercaptopurine mp prodrug azathioprine aza effective induction maintenance remission reduction corticosteroid exposure pediatric inflammatory bowel disease ibd nan,18266236,AZA/azathioprine,IBD/inflammatory bowel disease
False,review also describes saponins combination conventional tumor treatment strategies result improved therapeutic successnan,18537712,saponins,tumor
False,placebocontrolled doubleblind parallelgroup multicenter phase study patients chinese malay indian ethnicity  severe severe copd randomized receive either roflumilast daily placebo weeksnan,24135893,roflumilast,COPD
True,one case acute hypercalcaemia two recurrent nephrolithiasis reported patients regularly consumed large amounts calcium carbonate sodium bicarbonate powders yearsnan,625456,sodium bicarbonate,nephrolithiasis
True,concluded solid evidence exists hepatic injury due amiodarone treatment including steatosis alterations resembling alcoholic hepatitis cholestatic hepatitis micronodular cirrhosis livernan,3962737,amiodarone,cholestatic hepatitis
False,definition cephalosporin resistance pneumococci requires modification studies antibiotic management meningitis caused strains needed resistance cephalosporins increasing extended spectrum cephalosporins may ineffective sole therapynan,8451095,cephalosporin/cephalosporins,meningitis
True,current treatment strategies clozapine induced sialorrhea nan,21540404,clozapine,sialorrhea
False,high doses isoniazid increase hypotension induced vasodilators change accompanying reflex tachycardia bradycardia interaction attributed decreased synthesis brain gammaaminobutyric acid gaba hypotension caused vasodilators chemicals make blood vessels wider made worse chemical isoniazid,9915601,gamma-aminobutyric acid/GABA,hypotension
False,plasma cgrp concentration increased significantly migraine attack returned baseline cessation migraine cgrp part plasma cgrp concentration migraine seemed cause increase cgrp levels way around,14659530,CGRP,migraine
True, patients chronic hepatitis including patients active cirrhosis child followed months mean months interferon-alpha treatmentnan,8686350,interferon-alpha,hepatitis B
True,methadone doses mgd less lowest dose quartile associated increased risk death hr ci relative comparable dose morphine sr nan,25599329,Methadone,death
False,model built natural hypotheses without treatment tumor growth follows gompertz model endothelial cells sensitive temozolomide cancer cells antiangiogenic effect blocks tumor growth endothelial cells genetically stable cancer cells thus less likely develop resistance temozolomide nan,23389760,temozolomide,blocks tumor
False,thus atorvastatin prevented reversed dexamethasoneinduced hypertension ratnan,16820346,atorvastatin,hypertension
False,conducted pilot doubleblind randomized multicenter clinical trial study first time safety efficacy simvastatin acute phase ischemic stroke nan,18070096,simvastatin,ischemic stroke
False,randomized doubleblind placebocontrolled trial selenium supplements among hiv-infected pregnant women tanzania effects maternal child outcomesnan,18541571,selenium,HIV-infected
True,male cats seemed susceptible female cats acetaminophen toxicosis  males died hepatic failure cats given acetaminophen methylene blue given acetaminophennac methylene blue nan,8585668,methylene blue,toxicosis
False,yet numbers epidemiologic studies assessing dietary flavonoids breast cancer risk yielded inconsistent resultsnanused possible prevention,23349849,flavonoids,breast cancer
True,two cases delapril group withdrawn study intolerable cough one case manidipine group intolerable dizziness headache nan,11336083,manidipine,headache
True,report patient primary biliary cirrhosis developed polymyositis receiving d-penicillamine therapynan,8268147,D-penicillamine,polymyositis
True,clozapine known cause cardiac side effects including myocarditis pericarditis cardiomyopathynan,15319023,Clozapine,pericarditis
False,april july  cancer leukemia group calgb conducted phase ii study etoposide carboplatin advanced ajc stage iiibiv nonsmallcell lung cancer nsclc patients whose performance status ps nan,1326224,carboplatin,Cancer
True,doseresponse relationship levodopa mood anxiety fluctuating parkinson's disease doubleblind placebocontrolled studynansuspected connection,7675241,levodopa,anxiety
False,whereas thiopental contracts human isolated bronchi propofol etomidate reduce histamineinduced contraction human isolated airway smooth muscle either sensitized passively sensitized asthmatic serumnan,9477050,thiopental,asthmatic
True,presentations alcoholic myopathy past present future timothy peters victor preedy protein adducts type ii fiberpredominant muscles ethanol fed rat simon worrall seppo parkkila onni niemela hydroperoxides changes alcoholic myopathy junko adachi migiwa asamo yasuhino ueno close association testicular atrophy muscle atrophy increase protein catabolism chronic ethanol administration kunihiko takeda masayoshi yamauchi kazuhiko sakamoto masaru takagi hisato nakajima gotaro todanan,11391050,ethanol,muscle atrophy
True,assessed whether early dstrain analysis could predict later anthracycline induced cardiotoxicity nan,24862616,anthracycline,cardiotoxicity
True,randomised clinical trials observational studies shown increased risk myocardial infarction stroke hypertension heart failure treatment cyclooxygenase inhibitors nan,16586083,cyclooxygenase inhibitors,myocardial infarction
False,lorazepam achieved full resolution catatonia patientsnan,23684045,Lorazepam,catatonia
False,difference pain intensity initial assessment morphine usage mood anxiety depression measurement periodnan,9338905,morphine,depression
False,cocarcinogenic effect retinyl acetate forestomach carcinogenesis male rats induced butylated hydroxyanisolenan,3131282,retinyl acetate,forestomach carcinogenesis
True,clozapine also increased seizure risk therefore baseline electroencephalogram performed well continued vigilance adverse effectnan,11772153,Clozapine,seizure
False,dopamine receptor agonists sleep disturbances parkinson's diseasenan,20123546,Dopamine,sleep disturbances
True,addition muscle damage severe damage also seen harderian glands especially exposure mepivacaine lidocaine plus epinephrinenan,4038130,lidocaine,muscle damage
False,arformoterol single isomer longacting betaagonist developed inhalation solution maintenance treatment bronchoconstriction copd nan,18259972,Arformoterol,COPD
True,supersensitivity noradrenaline contributes certain vascular disorders eg hypertension chronic neuropathic pain conditions eg complex regional pain syndrome nan,11474550,noradrenaline,regional pain syndrome/neuropathic pain
True,results verapamil caused af promotion six dogs increasing mean duration af induced burst pacing meanse nan,11282081,Verapamil,AF
True,thpp displays significantly fewer preclinical adverse events assays measuring prolactin secretion catalepsy weight gain contrast typical atypical antipsychotics haloperidol olanzapinenan,22892116,haloperidol,catalepsy
False,role tyrosine kinaseindependent phosphorylation egfr activating mutation cisplatin treated lung cancer cellsnan,25701783,cisplatin,lung cancer
True,appeared relation manifest motor stereotypies compulsive behaviors response fluoxetine nan,8292312,fluoxetine,compulsive behaviors
False,metabolism tended decrease patients ptsd increase healthy subjects following administration yohimbine nan,9075465,yohimbine,PTSD
False,levocabastine selective topical antagonist effective treatment seasonal allergic rhinitis conjunctivitis nan,8911706,Levocabastine,conjunctivitis
True,chronic carbamazepine inhibits development local anesthetic seizures kindled cocaine lidocaine nan,2790457,lidocaine,seizures
False,terazosin maintained antihypertensive efficacy well tolerated patients variety concomitant diseases including congestive heart failure peripheral vascular disease chronic obstructive pulmonary disease benign prostatic hyperplasia diabetes obesitynan,7923316,Terazosin,congestive heart failure
False,aim study evaluate small bowel injury using video capsule endoscopy vce obscure gastrointestinal bleeding ogib patients taking lowdose aspirin including antithromboticsnan,21133822,aspirin,OGIB/obscure gastrointestinal bleeding
True,endogenous release 12(s)-hete shete host organ may affect metastatic potential melanoma nan,23664097,12(S)-HETE,melanoma
True,conclusion mitochondrial toxicity early common event paclitaxel cisplatin induced neurotoxicitysentence follows chemicalinduced disease causes highlighted disease structure therefore correct answer cisplatininduced neurotoxicity causes mitochondrial toxicity,18809400,cisplatin,mitochondrial toxicity
True,reserpine also produced tremor catalepsy signs suggestive parkinson's diseasenan,11999899,Reserpine,tremor
True,selenium marginally associated reduced risk low birth weight relative risk rr  ci   increased risk fetal death rr  ci   effect risk prematurity smallforgestational age birthnan,18541571,Selenium,fetal death
True,describe occurrence management sexual dysfunction induced selective serotoninreuptake inhibitors ssris provide overview sexual dysfunction reports ssri induced sexual dysfunction management strategiesnan,9825088,SSRI,sexual dysfunction
True,inhalation sedation nitrous oxide oxygen sedation reach plane relative analgesia may administered easily safely children general dental practice potential alternative general anaesthesianan,14558199,nitrous oxide,analgesia
False,successful preliminary results indicate titanium mesh useful perineal hernia repair perineal approach provide rigid support pelvic floor entire surface ensuring stability without fixationnan,23934356,titanium,perineal hernia repair
True,report two cases adverse fetal outcome hypertensive pregnancies exposed sartans nan,16203601,sartans,hypertensive
True,thpp displays significantly fewer preclinical adverse events assays measuring prolactin secretion catalepsy weight gain contrast typical atypical antipsychotics haloperidol olanzapine nan,22892116,olanzapine,weight gain
True,results suggest suramin induced igf suppression could one possible mechanisms suramin actionnan,8135485,suramin,IGF
False,since hyperlipidemia improved pravastatin atorvastatin niceritrol since levels thyroidstimulating hormone tsh free iuml ngdl respectively patient diagnosed secondary hyperlipidemia hypothyroidismnan,17001111,niceritrol,hyperlipidemia
False,aim study investigate effects highdose medroxyprogesterone acetate mpa tumor necrosis factoralpha tnfalpha release patients chemotherapyinduced neutropenianan,9373794,medroxyprogesterone acetate/MPA,tumor
False,taxine taxine toxic alkaloids taxus block cardiac sodium calcium channels causing nausea vomiting abdominal pain cardiac arrhythmias respiratory distress coma seizures death yew poisoningnan,20528617,sodium,nausea
False,openlabel study performed evaluate possible subclinical cardiotoxicity multiple sclerosis patients treated quarterly mitoxantrone mgm cumulative without concomitant dexrazoxane using blinded serial radionucleide ventriculographynan,16374818,mitoxantrone,multiple sclerosis
False,conclusion results suggest angiotensin iconverting enzyme inhibitor perindopril superior calcium channel blocker amlodipine reducing vascular endothelial dysfunction coadministered angiotensin receptor blockers patients essential hypertension nan,18971536,calcium,hypertension
False,established hifalpha knockdown gastric cancer cell lines order clarify role hifalpha chemoresistance 5-fu nan,20020496,5-FU,gastric cancer
True,prompted case clozapine related pericarditis adolescent undertook retrospective chart review discover whether unrecognized cases myocarditis pericarditis cardiomyopathy among children adolescents young adults treated clozapine nan,15319023,clozapine,cardiomyopathy
True,lcii protein increased treatment fu chloroquine potentiated cytotoxicity funan,22716215,chloroquine,cytotoxicity
True,two cases delapril group withdrawn study intolerable cough one case manidipine group intolerable dizziness headachenan,11336083,manidipine,dizziness
True,chronic poisoning occurs mainly sawmill workers people living log homes treated pcp containing wood protecting formulationsnan,7904464,PCP,Chronic poisoning
True,one case acute hypercalcaemia two recurrent nephrolithiasis reported patients regularly consumed large amounts calcium carbonate sodium bicarbonate powders yearsnan,625456,calcium carbon-ate,nephrolithiasis
True,findings consistent increased incidence gallbladder disease related highprogesterone states suggest mpa may causative agent cholelithiasis nan,1385654,MPA,cholelithiasis
False,lactulose mannitol ratios increased normal pod control  gln  significant reflecting increased intestinal permeability burn injury nan,12903886,mannitol,burn injury
True,small amount capsaicin administered subcutaneously right forehead evoke burning painful sensation first division trigeminal nervecapsaicin chemical makes chilis spicy put skin causes pain,9514561,capsaicin,painful
False,increased splenic iron content erythrocyte injury observed treatment low dose cisplatinnan,20540689,iron,splenic
False,hypothyroidism treatment tyrosine kinase inhibitorsnan,22933166,tyrosine,Hypothyroidism
False,response subependymal giant cell astrocytoma spinal cord metastasis everolimus nan,24276039,everolimus,Response of subependymal giant cell astrocytoma
False,six nhc silver complexes tested cytotoxicity mtt based vitro tests human renal-cancer cell line caki order determine ic valuesnan,21135954,silver,cytotoxicity
True,lung cancer cells knockdown rip substantially increased cisplatin induced apoptotic cytotoxicity associated robust jnk activationnan,24675421,cisplatin,apoptotic cytotoxicity
False,five cancer cell lines resistant irinotecan sn paclitaxel ptx etoposide vp oxaliplatin oxa gemcitabine gem respectively established parent gastric cancer cell line ocumm named ocummsn ocumm ptx ocummvp ocummoxa ocummgemnan,21482024,paclitaxel/PTX,gastric cancer
True,olanzapine receptor profile results significant risk bodyweight gain sedationnan,11772153,Olanzapine,bodyweight gain
False,human colon cancer ht fibrosarcoma ht stomach cancer mkn cells cultured absence glucose presence glucose uprinducing chemical stressor nglycosylation inhibitor tunicamycin calcium ionophore a23187 hypoglycemia mimicking agent 2-deoxyglucose dgnan,15339968,A23187,hypoglycemia
True,sought investigate patients syncope relationship documented paroxysmal atrioventricular block avb unknown mechanism avb induced adenosine triphosphate atp injectionnan,24128810,ATP/adenosine triphosphate,atrioventricular block/AVB
True,apparent calcium chloride dissociate vocalization fighting autonomic motor phenomena mydriasis tremor clonictonic convulsions caused carbachol eserine nan,6892185,eserine,tremor
False,bk virusassociated hemorrhagic cystitis pediatric cancer patients receiving highdose cyclophosphamide nan,17805036,cyclophosphamide,pediatric cancer
False,lower withinindividual visittovisit variability blood pressure readings amlodipineperindopril combination treatment arm ascot study shown account effective stroke reduction rate combination compared atenolol diureticbased therapies despite overall similar blood pressure loweringnan,20532438,atenolol,effective stroke reduction
False,results indicate members series methylenecyclopropane analogs highly active hcmv hhv hhv less active hsv vzv ebvnan,14714760,methylenecyclopropane,VZV
True,observations indicate prolonged depletion adrenergic stores guanethidine induces adrenergic supersensitivity cutaneous vessels adrenergic supersensitivity enhances thermal hyperalgesia presence noradrenalinenan,11474550,guanethidine,thermal hyperalgesia
False,cigarette smoking alcohol drinking hepatitis risk hepatocellular carcinoma koreanan,15601641,alcohol,hepatocellular carcinoma
False,open trial investigated efficacy triiodothyronine adjuvant selective serotonin reuptake inhibitors ssris subjects major depressive disorder mdd resistant ssri treatmentnan,16086620,SSRI,major depressive disorder/MDD
True,dosedependent toxicity diphenhydramine overdosenan,11204550,diphenhydramine,toxicity
False,preterm labor started respiratory distress indomethacin  mg given every hoursnan,11776505,indomethacin,Preterm labor
True,irritability anxiety sleep disturbance dry mouth common side effects reboxetine nan,21312292,reboxetine,sleep disturbance
True,showed cellfree culture supernatant acidophilus strain lb lbcfcs induced following effects enterica sl decrease intracellular atp paralleled bacterial death ii release lipopolysaccharide iii permeabilization bacterial membrane iv increase sensitivity salmonella lytic action sodium dodecyl sulfate nan,16204528,sodium dodecyl sulfate,Salmonella
True,cigarette smoking heavy alcohol consumption hbsag independently associated increased risk mortality hepatocellular carcinoma interact synergisticallynan,15601641,alcohol,hepatocellular carcinoma
False,contrast anaesthetised dogs differences seen incidence spontaneous electrical stimulation induced ventricular tachycardia fibrillations among animals exposed levobupivacaine bupivacainenan,11945112,levobupivacaine,ventricular tachycardia
False,escherichia coli resistance quinolones comprehensive cancer centernan,20471765,quinolones,Escherichia
True,histological studies revealed cases adenomyosis within noncastrated group receiving fluoxetine nan,9098464,fluoxetine,adenomyosis
False,effect transforming growth factor beta oestrogen metabolism mcf breast cancer cell linenan,10823131,oestrogen,breast cancer
False,raserk signaling pathway involved curcumin induced cell cycle arrest apoptosis human gastric carcinoma ags cellsnan,25492214,curcumin,gastric carcinoma
True,give first detailed description clinically significant corynebacterium falsenii bacteremia occurring infant vancomycin therapynan,20610679,vancomycin,Corynebacterium falsenii bacteremia
False,prevalence biochemical folate deficiency defined plasma folate folatenan,24174623,folate,folate deficiency
True,hypotension bradycardia asystole highdose intravenous methylprednisolone monitored patientnan,10074612,methylprednisolone,asystole
False,use heparincoated circuits reduced mean length stay hospital    days  postoperative ventilation time     blood loss post surgery    ml  individual perioperative change haemoglobin loss  leukocyte count  creatinine elevation  proportion patients exposed allogenous blood transfusions vs  postoperative coagulation disturbances vs  postoperative deviations normal postoperative course vs  neurological deviations vs  atrial fibrillation vs  nan,12201973,creatinine,postoperative coagulation disturbances
False,include forced hyperventilation paco coma experimental protocols tris buffer indomethacin induced hypothermianan,18286835,indomethacin,coma
True,ssriinduced sexual dysfunction described fluoxetine paroxetine sertraline fluvoxamine weeks therapynan,9825088,fluoxetine,sexual dysfunction
True,complete atrioventricular block associated dapsone therapy rare complication dapsone induced hypersensitivity syndromenan,19583683,dapsone,dapsone-induced hypersensitivity syndrome
True,two patients ltg exacerbated mj delayed severe manner myoclonic status ceased ltg withdrawalnan,16157917,LTG,myoclonic status/MJ
False,nickel hypersensitivity serious health problem individualnan,2406062,Nickel,hypersensitivity
True,present review addresses additional scientific data became available atsdr  evaluations magnitude offset weight evidence numerous epidemiological studies exposure pcbs causally associated human cancer conclusion year later meaningful evidence pcbs posed carcinogenic risk humansnan,14594106,PCBs,cancer
False,although increased risk thromboembolic disease reported treatment epsilonaminocaproic acid cerebral sinus thrombosis previously describedsentence says known cases epsilonaminocaproic acid causing cerebral sinus thrombosis existed although might want say sentence reporting first case relation epsilonaminocaproic acid cerebral sinus thrombosis explicit,2339463,epsilon-aminocaproic acid,cerebral sinus thrombosis
True,significant proportion studied cohort rheumatologic patients aza drugrelated toxicity resulting discontinuation aza nan,20953224,AZA,toxicity
True,proposed dietary saturated fatty acids sfas may also serve endogenous ligands tlr tlr thereby promoting diseases associated inflammation dyslipidemia including atherosclerosis insulin resistancenan,19661481,saturated fatty acids/SFAs,dyslipidemia
False,review describes relationships low serum testosterone concentrations ed obese patients metabolic syndrome type diabetes mellitusnan,18843273,testosterone,obese
False,conducted prospective cohort study liver cancer korea assess independent effects interactions smoking alcohol consumption hepatitis risk mortality hepatocellular carcinomanan,15601641,alcohol,liver cancer
False,combined therapy effective dfo removing preventing liver spleen bone marrow iron accumulation beta-thalassemic patientsnan,20113293,DFO,beta-thalassemic
True,inhibitors activity ethanol methylpyrazole isoniazid caused decrease methylation cellular macromolecules also completely protected cells ndma mediated toxicity nan,9498284,NDMA,toxicity
False,effectiveness fixeddose combination stavudine lamivudine nevirapine gpovir treatment nave hiv patients thailand year followupnan,22299411,nevirapine,HIV
True,epht recruited womens health initiative whi usa decided stop estrogen progestin trial mean years july increased risk breast cancer later estrogen trial ht increased risk stroke decreased risk hip fracture affect coronary heart disease incidencenan,18673555,estrogen,stroke
True,however strong consistent positive association daily hydrocortisone dose prevalence maladaptive personality traits ie identity problems cognitive distortion compulsivity restricted expression callousness oppositionality rejection conduct problems social avoidance narcissism insecure attachmentnan,24801589,hydrocortisone,cognitive distortion
False,although patient initially stabilized therapy corticosteroids plasma exchange mitoxantrone severe cognitive impairment persisted eventually died sequelae diseasenan,25384024,corticosteroids,cognitive impairment
False,previous studies reported comparable efficacy ropivacaine fentanyl patientcontrolled epidural analgesia pceanan,18809519,ropivacaine,analgesia
False,steroid responsive myopathy deficient chondroitin sulfate skeletal muscle connective tissuenan,9484390,Steroid,myopathy
True,nicotine wellknown unpleasant side effects eg transient dizziness nausea nicotine induced nystagmus ninnan,17990061,Nicotine,dizziness
True,longterm oestrogen ht significantly increased risk venous thromboembolism stroke gallbladder disease one two years three years seven years use respectively significantly increase risk breast canceroestrogen increased risk gallbladder disease,19370593,oestrogen,gallbladder disease
True,knowing heart mitochondria represent almost heart muscle weight conclude deteriorating effects adr cardiovascular function involve mitochondrial structural functional impairment nan,9952311,ADR,mitochondrial structural and functional impairment
True,development obstructive sleep apnea syndrome must considered possible side effect androgen therapynan,6732043,androgen,obstructive sleep apnea syndrome
True,ketanserin nm antagonized part 5-ht induced contractions nan,8789380,5-HT,contractions
True,findings illustrate pb may associated chronic liver damage may lead serious deleterious consequencesnan,17574447,PB,liver damage
False,refractory gcse often difficult treat traditional therapy barbiturates induces hypotension respiratory depression prolongs recoverynan,10516875,barbiturates,GCSE
True,case ocular toxicity vasospasm secondary quinine poisoning describednan,12002937,quinine,vasospasm
True,findings demonstrate first time cell transformation tumorigenesis induced cadmium due least part overexpression tef delta novel cadmium responsive protooncogenenan,11711542,cadmium,tumorigenesis
False,therefore therapeutic efficacy oral lornithinelaspartate improves impaired ammonia detoxification investigated patients cirrhosis hyperammonemia stable overt chronic hepatic encephalopathy subclinical hepatic encephalopathy randomized doubleblind placebocontrolled clinical trialnan,9625322,ammonia,chronic hepatic encephalopathy
False,describe case cogans syndrome neurological involvement early treatment combination therapy prednisolone cyclosporin failed bring ear inflammation controlnan,10464564,cyclosporin,neurological involvement
False,addition demonstrate transgene expression tp significantly enhanced tumoricidal effect capecitabine hnscc tumors otherwise low endogenous tp dpd ratiosnan,19117293,capecitabine,HNSCC tumors
False,performed proteomic analysis liver specimens yearold woman affected hepatitis genotype alcoholism diabetes mellitus type antiviral treatment pegylated interferon alpha ribavirinnan,23529134,pegylated interferon alpha 2b,diabetes mellitus
True,study designed evaluate effects pilocarpine explore underlying ionic mechanism using aconitineinduced rat ouabain induced guinea pig arrhythmia modelstwo animal models used study one rat model arrhythmia induced aconitine second guinea pig model induced ouabain,19721134,ouabain,arrhythmia
False,prospective randomized placebocontrolled doubleblind multicenter study effects irbesartan aortic dilatation marfan syndrome aims trial study protocolnanused possible treatment,24289736,irbesartan,Marfan syndrome
True,hypothesized propofol infusion pain might prevented infusing remifentanil starting propofol infusion clinical setting targetcontrolled infusions tci drugs usednan,18006530,propofol,pain
